owner_kind,owner_key,amenity_name
property,prop-28998156,bbq_area
property,prop-28998156,bike_rack
property,prop-28998156,concierge
property,prop-28998156,game_room
property,prop-28998156,generator
property,prop-28998156,gym
property,prop-28998156,laundry
property,prop-28998156,party_hall
property,prop-28998156,playground
property,prop-28998156,pool
property,prop-28998156,sauna
property,prop-28998156,sea_view
property,prop-28998156,security_24h
property,prop-28998156,spa
property,prop-28998156,sports_court
property,prop-28998159,air_conditioning
property,prop-28998159,bbq_area
property,prop-28998159,bike_rack
property,prop-28998159,concierge
property,prop-28998159,game_room
property,prop-28998159,generator
property,prop-28998159,gym
property,prop-28998159,laundry
property,prop-28998159,party_hall
property,prop-28998159,playground
property,prop-28998159,pool
property,prop-28998159,sauna
property,prop-28998159,sea_view
property,prop-28998159,security_24h
property,prop-28998159,spa
property,prop-28998159,sports_court
property,prop-28998262,air_conditioning
property,prop-28998262,bbq_area
property,prop-28998262,bike_rack
property,prop-28998262,concierge
property,prop-28998262,game_room
property,prop-28998262,generator
property,prop-28998262,gym
property,prop-28998262,laundry
property,prop-28998262,party_hall
property,prop-28998262,playground
property,prop-28998262,pool
property,prop-28998262,sauna
property,prop-28998262,sea_view
property,prop-28998262,security_24h
property,prop-28998262,spa
property,prop-28998262,sports_court
property,prop-28998306,air_conditioning
property,prop-28998306,bbq_area
property,prop-28998306,bike_rack
property,prop-28998306,concierge
property,prop-28998306,game_room
property,prop-28998306,generator
property,prop-28998306,gym
property,prop-28998306,laundry
property,prop-28998306,party_hall
property,prop-28998306,playground
property,prop-28998306,pool
property,prop-28998306,sauna
property,prop-28998306,sea_view
property,prop-28998306,security_24h
property,prop-28998306,spa
property,prop-28998306,sports_court
property,prop-28998317,air_conditioning
property,prop-28998317,bbq_area
property,prop-28998317,bike_rack
property,prop-28998317,concierge
property,prop-28998317,game_room
property,prop-28998317,generator
property,prop-28998317,gym
property,prop-28998317,laundry
property,prop-28998317,party_hall
property,prop-28998317,playground
property,prop-28998317,pool
property,prop-28998317,sauna
property,prop-28998317,sea_view
property,prop-28998317,security_24h
property,prop-28998317,spa
property,prop-28998317,sports_court
property,prop-28998347,air_conditioning
property,prop-28998347,concierge
property,prop-28998347,generator
property,prop-28998347,pool
property,prop-28998347,security_24h
property,prop-29074769,air_conditioning
property,prop-29074769,concierge
property,prop-29074769,laundry
property,prop-29074769,security_24h
property,prop-29077313,air_conditioning
property,prop-29077313,bbq_area
property,prop-29077313,laundry
property,prop-29077313,pool
property,prop-29077313,security_24h
property,prop-29147474,air_conditioning
property,prop-29147474,security_24h
property,prop-29150203,bbq_area
property,prop-29150203,generator
property,prop-29150203,party_hall
property,prop-29150203,pool
property,prop-29150203,security_24h
property,prop-29150203,sports_court
property,prop-29158487,bbq_area
property,prop-29158487,coworking
property,prop-29158487,generator
property,prop-29158487,gourmet_area
property,prop-29158487,intercom
property,prop-29158487,party_hall
property,prop-29158487,playground
property,prop-29158487,pool
property,prop-29158487,sea_view
property,prop-29158487,spa
property,prop-29158487,sports_court
property,prop-29207684,bbq_area
property,prop-29207684,bike_rack
property,prop-29207684,concierge
property,prop-29207684,game_room
property,prop-29207684,gourmet_area
property,prop-29207684,gym
property,prop-29207684,intercom
property,prop-29207684,party_hall
property,prop-29207684,playground
property,prop-29207684,pool
property,prop-29207684,security_24h
property,prop-29207684,sports_court
property,prop-29220111,bbq_area
property,prop-29220111,gourmet_area
property,prop-29220111,intercom
property,prop-29220111,party_hall
property,prop-29220111,pool
property,prop-29225491,bbq_area
property,prop-29225491,pool
property,prop-29250971,security_24h
property,prop-29258234,bbq_area
property,prop-29258234,game_room
property,prop-29258234,gourmet_area
property,prop-29258234,intercom
property,prop-29258234,party_hall
property,prop-29258234,playground
property,prop-29258234,pool
property,prop-29258234,security_24h
property,prop-29258236,bbq_area
property,prop-29258236,game_room
property,prop-29258236,gourmet_area
property,prop-29258236,intercom
property,prop-29258236,party_hall
property,prop-29258236,playground
property,prop-29258236,pool
property,prop-29258236,security_24h
property,prop-29265167,bbq_area
property,prop-29265167,gym
property,prop-29265167,party_hall
property,prop-29265167,pool
property,prop-29265167,sports_court
property,prop-29270231,game_room
property,prop-29270231,generator
property,prop-29270231,gourmet_area
property,prop-29270231,gym
property,prop-29270231,intercom
property,prop-29270231,party_hall
property,prop-29270231,playground
property,prop-29270231,pool
property,prop-29270232,bbq_area
property,prop-29270232,game_room
property,prop-29270232,generator
property,prop-29270232,gourmet_area
property,prop-29270232,gym
property,prop-29270232,intercom
property,prop-29270232,party_hall
property,prop-29270232,playground
property,prop-29270232,pool
property,prop-29270232,security_24h
property,prop-29343828,bike_rack
property,prop-29343828,game_room
property,prop-29343828,pool
property,prop-29343828,sauna
property,prop-29343828,security_24h
property,prop-29343903,game_room
property,prop-29343903,party_hall
property,prop-29343903,playground
property,prop-29343903,pool
property,prop-29343911,bike_rack
property,prop-29343911,party_hall
property,prop-29343911,pool
property,prop-29343911,sauna
property,prop-29343911,security_24h
property,prop-29343923,concierge
property,prop-29343923,coworking
property,prop-29343923,party_hall
property,prop-29343923,playground
property,prop-29343923,pool
property,prop-29343940,bike_rack
property,prop-29343940,concierge
property,prop-29343940,party_hall
property,prop-29343940,pool
property,prop-29343995,bike_rack
property,prop-29343995,concierge
property,prop-29343995,party_hall
property,prop-29343995,pool
property,prop-29343995,security_24h
property,prop-29344024,concierge
property,prop-29344024,coworking
property,prop-29344024,party_hall
property,prop-29344024,playground
property,prop-29344024,pool
property,prop-29344030,bike_rack
property,prop-29344030,concierge
property,prop-29344030,party_hall
property,prop-29344030,pool
property,prop-29344030,security_24h
property,prop-29344039,concierge
property,prop-29344039,coworking
property,prop-29344039,party_hall
property,prop-29344039,playground
property,prop-29344039,pool
property,prop-29344056,concierge
property,prop-29344056,coworking
property,prop-29344056,party_hall
property,prop-29344056,playground
property,prop-29344056,pool
property,prop-29344089,concierge
property,prop-29344089,coworking
property,prop-29344089,party_hall
property,prop-29344089,playground
property,prop-29344089,pool
property,prop-29344099,concierge
property,prop-29344099,coworking
property,prop-29344099,party_hall
property,prop-29344099,playground
property,prop-29344099,pool
property,prop-29344103,concierge
property,prop-29344103,coworking
property,prop-29344103,party_hall
property,prop-29344103,playground
property,prop-29344103,pool
property,prop-29344115,concierge
property,prop-29344115,coworking
property,prop-29344115,party_hall
property,prop-29344115,playground
property,prop-29344115,pool
property,prop-29344137,bike_rack
property,prop-29344137,party_hall
property,prop-29344137,pool
property,prop-29344137,sauna
property,prop-29344137,security_24h
property,prop-29344158,concierge
property,prop-29344158,coworking
property,prop-29344158,party_hall
property,prop-29344158,playground
property,prop-29344158,pool
property,prop-29344170,bike_rack
property,prop-29344170,game_room
property,prop-29344170,pool
property,prop-29344170,sauna
property,prop-29344170,security_24h
property,prop-29344174,concierge
property,prop-29344174,coworking
property,prop-29344174,party_hall
property,prop-29344174,playground
property,prop-29344174,pool
property,prop-29344176,concierge
property,prop-29344176,coworking
property,prop-29344176,party_hall
property,prop-29344176,playground
property,prop-29344176,pool
property,prop-29344196,concierge
property,prop-29344196,coworking
property,prop-29344196,party_hall
property,prop-29344196,playground
property,prop-29344196,pool
property,prop-29344209,bike_rack
property,prop-29344209,concierge
property,prop-29344209,party_hall
property,prop-29344209,pool
property,prop-29344218,concierge
property,prop-29344218,coworking
property,prop-29344218,party_hall
property,prop-29344218,playground
property,prop-29344218,pool
property,prop-29344220,bike_rack
property,prop-29344220,concierge
property,prop-29344220,party_hall
property,prop-29344220,pool
property,prop-29344220,security_24h
property,prop-29352339,bbq_area
property,prop-29352339,pool
property,prop-29363994,bbq_area
property,prop-29363994,party_hall
property,prop-29389218,bbq_area
property,prop-29389218,laundry
property,prop-29389218,pool
property,prop-29389218,security_24h
property,prop-29402234,concierge
property,prop-29402234,game_room
property,prop-29402234,gym
property,prop-29402234,intercom
property,prop-29402234,party_hall
property,prop-29402234,pool
property,prop-29402234,security_24h
property,prop-29412739,bbq_area
property,prop-29412739,pool
property,prop-29467862,bbq_area
property,prop-29467862,party_hall
property,prop-29467862,pool
property,prop-29477864,bbq_area
property,prop-29477864,laundry
property,prop-29477864,pool
property,prop-29477864,security_24h
property,prop-29483837,concierge
property,prop-29483837,generator
property,prop-29483837,intercom
property,prop-29483837,party_hall
property,prop-29483837,pool
property,prop-29483837,security_24h
property,prop-29484860,bike_rack
property,prop-29484860,gourmet_area
property,prop-29484860,intercom
property,prop-29484860,pool
property,prop-29484863,bbq_area
property,prop-29484863,gourmet_area
property,prop-29484863,intercom
property,prop-29484863,playground
property,prop-29484863,pool
property,prop-29484871,bbq_area
property,prop-29484871,bike_rack
property,prop-29484871,generator
property,prop-29484871,gourmet_area
property,prop-29484871,intercom
property,prop-29484871,pool
property,prop-29489257,bbq_area
property,prop-29489257,party_hall
property,prop-29489257,pool
property,prop-29489731,intercom
property,prop-29489731,party_hall
property,prop-29498565,game_room
property,prop-29498565,gourmet_area
property,prop-29498565,gym
property,prop-29498565,intercom
property,prop-29498565,party_hall
property,prop-29498565,playground
property,prop-29498565,pool
property,prop-29498565,security_24h
property,prop-29504450,intercom
property,prop-29505093,air_conditioning
property,prop-29505093,pool
property,prop-29519537,intercom
property,prop-29519537,pool
property,prop-29519537,security_24h
property,prop-29527189,bbq_area
property,prop-29527189,game_room
property,prop-29527189,gourmet_area
property,prop-29527189,gym
property,prop-29527189,intercom
property,prop-29527189,party_hall
property,prop-29527189,pool
property,prop-29532110,bbq_area
property,prop-29532128,pool
property,prop-29532133,bbq_area
property,prop-29532133,pool
property,prop-29532134,bbq_area
property,prop-29532134,pool
property,prop-29533416,bbq_area
property,prop-29533416,bike_rack
property,prop-29533416,gourmet_area
property,prop-29533416,gym
property,prop-29533416,party_hall
property,prop-29533416,playground
property,prop-29533416,pool
property,prop-29534534,bbq_area
property,prop-29534534,pool
property,prop-29534534,security_24h
property,prop-29541483,bbq_area
property,prop-29541483,game_room
property,prop-29541483,gourmet_area
property,prop-29541483,intercom
property,prop-29541483,party_hall
property,prop-29541483,playground
property,prop-29541483,pool
property,prop-29541499,bbq_area
property,prop-29541499,gourmet_area
property,prop-29541499,intercom
property,prop-29557867,pool
property,prop-29572700,gym
property,prop-29572759,bbq_area
property,prop-29572759,bike_rack
property,prop-29572759,cinema
property,prop-29572759,concierge
property,prop-29572759,game_room
property,prop-29572759,gym
property,prop-29572759,laundry
property,prop-29572759,party_hall
property,prop-29572759,pool
property,prop-29572759,sauna
property,prop-29572759,security_24h
property,prop-29572759,spa
property,prop-29590569,bbq_area
property,prop-29590569,laundry
property,prop-29590569,pool
property,prop-29590570,bbq_area
property,prop-29590570,pool
property,prop-29590570,security_24h
property,prop-29590570,wine_cellar
property,prop-29590571,air_conditioning
property,prop-29590571,bbq_area
property,prop-29590571,laundry
property,prop-29590571,pool
property,prop-29590571,sauna
property,prop-29590571,security_24h
property,prop-29590571,wine_cellar
property,prop-29590574,air_conditioning
property,prop-29590574,laundry
property,prop-29590574,pool
property,prop-29590574,sauna
property,prop-29590574,security_24h
property,prop-29590575,air_conditioning
property,prop-29590575,pool
property,prop-29590575,security_24h
property,prop-29590576,bbq_area
property,prop-29590576,laundry
property,prop-29590576,pool
property,prop-29590576,security_24h
property,prop-29645968,air_conditioning
property,prop-29645968,bbq_area
property,prop-29670474,gym
property,prop-29675658,bbq_area
property,prop-29675658,pool
property,prop-29675658,sauna
property,prop-29675659,air_conditioning
property,prop-29707000,bbq_area
property,prop-29707000,pool
property,prop-29707001,bbq_area
property,prop-29707001,playground
property,prop-29707003,bbq_area
property,prop-29707003,playground
property,prop-29707004,bbq_area
property,prop-29707004,playground
property,prop-29707005,bbq_area
property,prop-29707005,playground
property,prop-29707006,bbq_area
property,prop-29707006,playground
property,prop-29708735,air_conditioning
property,prop-29708735,security_24h
property,prop-29733245,gym
property,prop-29737932,bbq_area
property,prop-29737932,pool
property,prop-29737932,wine_cellar
property,prop-29737944,pool
property,prop-29744003,gym
property,prop-29744003,party_hall
property,prop-29744003,playground
property,prop-29744003,pool
property,prop-29764194,air_conditioning
property,prop-29764194,bbq_area
property,prop-29764194,bike_rack
property,prop-29764194,concierge
property,prop-29764194,game_room
property,prop-29764194,generator
property,prop-29764194,gym
property,prop-29764194,party_hall
property,prop-29764194,playground
property,prop-29764194,pool
property,prop-29764194,sauna
property,prop-29764194,security_24h
property,prop-29764194,spa
property,prop-29764194,sports_court
property,prop-29764194,wine_cellar
property,prop-29764195,bbq_area
property,prop-29764195,bike_rack
property,prop-29764195,concierge
property,prop-29764195,game_room
property,prop-29764195,party_hall
property,prop-29764195,playground
property,prop-29764195,pool
property,prop-29764195,sauna
property,prop-29764195,security_24h
property,prop-29764195,spa
property,prop-29764195,wine_cellar
property,prop-29764196,air_conditioning
property,prop-29764196,bbq_area
property,prop-29764196,bike_rack
property,prop-29764196,concierge
property,prop-29764196,game_room
property,prop-29764196,generator
property,prop-29764196,gym
property,prop-29764196,party_hall
property,prop-29764196,playground
property,prop-29764196,pool
property,prop-29764196,security_24h
property,prop-29764196,spa
property,prop-29764196,sports_court
property,prop-29764196,wine_cellar
property,prop-29764197,air_conditioning
property,prop-29764197,bbq_area
property,prop-29764197,bike_rack
property,prop-29764197,concierge
property,prop-29764197,game_room
property,prop-29764197,generator
property,prop-29764197,gym
property,prop-29764197,party_hall
property,prop-29764197,playground
property,prop-29764197,pool
property,prop-29764197,security_24h
property,prop-29764197,spa
property,prop-29764197,sports_court
property,prop-29764197,wine_cellar
property,prop-29764201,bbq_area
property,prop-29764201,bike_rack
property,prop-29764201,party_hall
property,prop-29764201,playground
property,prop-29764201,pool
property,prop-29764201,security_24h
property,prop-29764201,sports_court
property,prop-29770046,air_conditioning
property,prop-29770046,bbq_area
property,prop-29770046,concierge
property,prop-29770046,game_room
property,prop-29770046,gourmet_area
property,prop-29770046,intercom
property,prop-29770046,party_hall
property,prop-29770046,pool
property,prop-29770046,security_24h
property,prop-29770046,sports_court
property,prop-29785895,bbq_area
property,prop-29785895,bike_rack
property,prop-29785895,coworking
property,prop-29785895,game_room
property,prop-29785895,gym
property,prop-29785895,party_hall
property,prop-29785895,pool
property,prop-29785895,security_24h
property,prop-29785895,spa
property,prop-29785958,bbq_area
property,prop-29785958,pool
property,prop-29802451,bbq_area
property,prop-29802451,pool
property,prop-29803450,pool
property,prop-29803452,bbq_area
property,prop-29803452,pool
property,prop-29817780,generator
property,prop-29817780,gym
property,prop-29817780,intercom
property,prop-29817780,party_hall
property,prop-29817780,pool
property,prop-29817793,intercom
property,prop-29817826,bbq_area
property,prop-29817826,intercom
property,prop-29817826,playground
property,prop-29817826,pool
property,prop-29817829,intercom
property,prop-29829707,bbq_area
property,prop-29829707,pool
property,prop-29829710,bbq_area
property,prop-29829710,pool
property,prop-29836360,bbq_area
property,prop-29836360,concierge
property,prop-29836360,game_room
property,prop-29836360,generator
property,prop-29836360,gourmet_area
property,prop-29836360,gym
property,prop-29836360,intercom
property,prop-29836360,party_hall
property,prop-29836360,playground
property,prop-29836360,pool
property,prop-29836360,security_24h
property,prop-29836360,sports_court
property,prop-29837111,bbq_area
property,prop-29837111,gourmet_area
property,prop-29837111,intercom
property,prop-29837111,pool
property,prop-29875144,air_conditioning
property,prop-29875144,laundry
property,prop-29875144,security_24h
property,prop-29875682,pool
property,prop-29875684,pool
property,prop-29875687,bbq_area
property,prop-29875688,concierge
property,prop-29875688,game_room
property,prop-29875688,gym
property,prop-29875688,party_hall
property,prop-29875688,playground
property,prop-29875688,pool
property,prop-29875688,sauna
property,prop-29875688,security_24h
property,prop-29875688,spa
property,prop-29875832,pool
property,prop-29882461,bbq_area
property,prop-29882461,gourmet_area
property,prop-29882461,intercom
property,prop-29882461,pool
property,prop-29882468,gourmet_area
property,prop-29882468,intercom
property,prop-29882477,intercom
property,prop-29882480,bbq_area
property,prop-29882480,gourmet_area
property,prop-29882480,intercom
property,prop-29882480,party_hall
property,prop-29882480,playground
property,prop-29882480,pool
property,prop-29882480,sea_view
property,prop-29882480,spa
property,prop-29917051,pool
property,prop-29918866,pool
property,prop-29918867,pool
property,prop-29934433,bbq_area
property,prop-29934433,gym
property,prop-29934433,party_hall
property,prop-29934433,pool
property,prop-29948549,bbq_area
property,prop-29948549,pool
property,prop-29949875,pool
property,prop-29975642,pool
property,prop-29995605,bbq_area
property,prop-29995605,pool
property,prop-29995605,security_24h
property,prop-30026209,security_24h
property,prop-30026312,pool
property,prop-30026317,bbq_area
property,prop-30026317,pool
property,prop-30027738,air_conditioning
property,prop-30027738,bbq_area
property,prop-30027738,pool
property,prop-30027738,security_24h
property,prop-30038243,gourmet_area
property,prop-30038243,intercom
property,prop-30038243,pool
property,prop-30038251,bbq_area
property,prop-30038251,bike_rack
property,prop-30038251,game_room
property,prop-30038251,gourmet_area
property,prop-30038251,intercom
property,prop-30038251,party_hall
property,prop-30038251,playground
property,prop-30038251,pool
property,prop-30038251,sauna
property,prop-30038251,sports_court
property,prop-30038253,bbq_area
property,prop-30038253,bike_rack
property,prop-30038253,game_room
property,prop-30038253,gourmet_area
property,prop-30038253,intercom
property,prop-30038253,party_hall
property,prop-30038253,playground
property,prop-30038253,pool
property,prop-30038253,sauna
property,prop-30038253,sports_court
property,prop-30061513,pool
property,prop-30061612,bbq_area
property,prop-30061612,pool
property,prop-30061612,security_24h
property,prop-30073280,concierge
property,prop-30086544,coworking
property,prop-30086544,playground
property,prop-30093027,laundry
property,prop-30093027,pool
property,prop-30094148,bbq_area
property,prop-30094148,bike_rack
property,prop-30094148,gourmet_area
property,prop-30094148,gym
property,prop-30094148,intercom
property,prop-30094148,party_hall
property,prop-30094148,pool
property,prop-30094148,sports_court
property,prop-30095019,air_conditioning
property,prop-30095019,bbq_area
property,prop-30095019,pool
property,prop-30095019,security_24h
property,prop-30095129,bbq_area
property,prop-30095129,laundry
property,prop-30095129,pool
property,prop-30095129,sauna
property,prop-30095129,security_24h
property,prop-30096620,bbq_area
property,prop-30096620,game_room
property,prop-30096620,party_hall
property,prop-30096620,playground
property,prop-30096620,pool
property,prop-30096696,bbq_area
property,prop-30096696,laundry
property,prop-30096696,pool
property,prop-30096696,sauna
property,prop-30096696,security_24h
property,prop-30096696,wine_cellar
property,prop-30096712,bbq_area
property,prop-30096712,laundry
property,prop-30096712,pool
property,prop-30096712,sauna
property,prop-30096712,security_24h
property,prop-30096716,bbq_area
property,prop-30096716,pool
property,prop-30096731,air_conditioning
property,prop-30096731,bbq_area
property,prop-30096731,pool
property,prop-30096731,security_24h
property,prop-30096797,bbq_area
property,prop-30096797,laundry
property,prop-30096797,pool
property,prop-30096797,security_24h
property,prop-30096812,air_conditioning
property,prop-30096812,bbq_area
property,prop-30096812,pool
property,prop-30096812,security_24h
property,prop-30096812,wine_cellar
property,prop-30096813,air_conditioning
property,prop-30096813,bbq_area
property,prop-30096813,pool
property,prop-30096813,security_24h
property,prop-30096866,bbq_area
property,prop-30096866,laundry
property,prop-30096866,pool
property,prop-30096866,security_24h
property,prop-30096911,security_24h
property,prop-30096939,air_conditioning
property,prop-30096939,bbq_area
property,prop-30096939,laundry
property,prop-30096939,pool
property,prop-30096939,security_24h
property,prop-30096940,air_conditioning
property,prop-30096940,bbq_area
property,prop-30096940,laundry
property,prop-30096940,pool
property,prop-30096940,security_24h
property,prop-30096996,bbq_area
property,prop-30096996,laundry
property,prop-30096996,pool
property,prop-30096996,wine_cellar
property,prop-30096998,air_conditioning
property,prop-30096998,bbq_area
property,prop-30096998,pool
property,prop-30096998,sauna
property,prop-30096998,security_24h
property,prop-30097018,bbq_area
property,prop-30097018,laundry
property,prop-30097018,pool
property,prop-30097018,sauna
property,prop-30097018,security_24h
property,prop-30097018,wine_cellar
property,prop-30097037,bbq_area
property,prop-30097037,bike_rack
property,prop-30097037,game_room
property,prop-30097037,generator
property,prop-30097037,gym
property,prop-30097037,party_hall
property,prop-30097037,playground
property,prop-30097037,pool
property,prop-30097037,sauna
property,prop-30097037,security_24h
property,prop-30097037,sports_court
property,prop-30097039,air_conditioning
property,prop-30097039,bbq_area
property,prop-30097039,laundry
property,prop-30097039,pool
property,prop-30097063,air_conditioning
property,prop-30097063,bbq_area
property,prop-30097063,coworking
property,prop-30097063,pool
property,prop-30097063,sauna
property,prop-30097063,security_24h
property,prop-30097063,wine_cellar
property,prop-30097074,air_conditioning
property,prop-30097074,bbq_area
property,prop-30097074,laundry
property,prop-30097074,pool
property,prop-30097074,security_24h
property,prop-30097075,air_conditioning
property,prop-30097075,bbq_area
property,prop-30097075,pool
property,prop-30097075,security_24h
property,prop-30097081,air_conditioning
property,prop-30097081,bbq_area
property,prop-30097081,laundry
property,prop-30097081,pool
property,prop-30097131,bbq_area
property,prop-30097131,pool
property,prop-30097131,sauna
property,prop-30097131,security_24h
property,prop-30097131,wine_cellar
property,prop-30097144,air_conditioning
property,prop-30097144,bbq_area
property,prop-30097144,coworking
property,prop-30097144,laundry
property,prop-30097144,pool
property,prop-30097144,sauna
property,prop-30097144,security_24h
property,prop-30097214,game_room
property,prop-30097214,laundry
property,prop-30097214,party_hall
property,prop-30097214,playground
property,prop-30097214,pool
property,prop-30133861,bbq_area
property,prop-30133861,coworking
property,prop-30133861,game_room
property,prop-30133861,generator
property,prop-30133861,party_hall
property,prop-30133861,playground
property,prop-30133861,pool
property,prop-30133861,sea_view
property,prop-30133861,security_24h
property,prop-30190317,bbq_area
property,prop-30190317,bike_rack
property,prop-30190317,coworking
property,prop-30190317,game_room
property,prop-30190317,generator
property,prop-30190317,intercom
property,prop-30190317,party_hall
property,prop-30190317,playground
property,prop-30190317,pool
property,prop-30190317,sports_court
property,prop-30193952,bbq_area
property,prop-30193952,gourmet_area
property,prop-30193952,intercom
property,prop-30193952,pool
property,prop-30193954,bbq_area
property,prop-30193954,gourmet_area
property,prop-30193954,intercom
property,prop-30193954,pool
property,prop-30196679,bbq_area
property,prop-30196679,pool
property,prop-30196683,bbq_area
property,prop-30196683,pool
property,prop-30196688,air_conditioning
property,prop-30196688,bbq_area
property,prop-30196688,pool
property,prop-30196688,security_24h
property,prop-30196693,bbq_area
property,prop-30196693,pool
property,prop-30196694,bbq_area
property,prop-30196694,pool
property,prop-30196694,sauna
property,prop-30196695,bbq_area
property,prop-30196695,pool
property,prop-30196695,sauna
property,prop-30202427,bbq_area
property,prop-30202427,pool
property,prop-30211352,gym
property,prop-30211352,intercom
property,prop-30211352,party_hall
property,prop-30211365,bbq_area
property,prop-30211365,gourmet_area
property,prop-30211365,intercom
property,prop-30211365,laundry
property,prop-30211365,pool
property,prop-30211365,security_24h
property,prop-30214489,bbq_area
property,prop-30214489,party_hall
property,prop-30214489,pool
property,prop-30215028,bbq_area
property,prop-30215028,pool
property,prop-30221983,bbq_area
property,prop-30221983,pool
property,prop-30231485,intercom
property,prop-30231485,pool
property,prop-30238405,bbq_area
property,prop-30238405,party_hall
property,prop-30238405,pool
property,prop-30253956,bbq_area
property,prop-30253956,pool
property,prop-30254517,air_conditioning
property,prop-30254517,bbq_area
property,prop-30254517,laundry
property,prop-30254517,pool
property,prop-30254517,security_24h
property,prop-30254658,bbq_area
property,prop-30254658,pool
property,prop-30254660,bbq_area
property,prop-30254660,pool
property,prop-30254660,security_24h
property,prop-30254942,bbq_area
property,prop-30254942,game_room
property,prop-30254942,generator
property,prop-30254942,party_hall
property,prop-30254942,playground
property,prop-30254942,pool
property,prop-30254942,sauna
property,prop-30254942,security_24h
property,prop-30260066,bike_rack
property,prop-30260066,game_room
property,prop-30260066,generator
property,prop-30260066,gym
property,prop-30260066,pool
property,prop-30260066,sports_court
property,prop-30264901,bbq_area
property,prop-30264901,gourmet_area
property,prop-30264901,intercom
property,prop-30264901,party_hall
property,prop-30264901,pool
property,prop-30264904,bbq_area
property,prop-30264904,gourmet_area
property,prop-30264904,intercom
property,prop-30264904,party_hall
property,prop-30264904,pool
property,prop-30293893,pool
property,prop-30296146,bbq_area
property,prop-30296146,pool
property,prop-30302756,bbq_area
property,prop-30302756,gourmet_area
property,prop-30302756,intercom
property,prop-30302756,playground
property,prop-30302756,pool
property,prop-30302760,bbq_area
property,prop-30302760,gourmet_area
property,prop-30302760,intercom
property,prop-30302760,playground
property,prop-30302760,pool
property,prop-30302761,bbq_area
property,prop-30302761,intercom
property,prop-30302761,pool
property,prop-30327188,pool
property,prop-30327199,bbq_area
property,prop-30327199,laundry
property,prop-30327199,pool
property,prop-30327200,bbq_area
property,prop-30327200,laundry
property,prop-30327200,pool
property,prop-30327204,pool
property,prop-30334673,bbq_area
property,prop-30334673,gourmet_area
property,prop-30334673,intercom
property,prop-30334673,pool
property,prop-30334748,bbq_area
property,prop-30334748,gourmet_area
property,prop-30334748,intercom
property,prop-30334748,pool
property,prop-30334839,bbq_area
property,prop-30334839,gourmet_area
property,prop-30334839,intercom
property,prop-30334839,pool
property,prop-30348323,game_room
property,prop-30348323,gym
property,prop-30348323,party_hall
property,prop-30348323,playground
property,prop-30348323,pool
property,prop-30349274,bbq_area
property,prop-30349274,pool
property,prop-30349274,security_24h
property,prop-30370669,bbq_area
property,prop-30370669,pool
property,prop-30370681,pool
property,prop-30371702,bbq_area
property,prop-30371702,pool
property,prop-30371702,security_24h
property,prop-30380145,bbq_area
property,prop-30380145,bike_rack
property,prop-30380145,gourmet_area
property,prop-30380145,intercom
property,prop-30380145,party_hall
property,prop-30380145,pool
property,prop-30380150,bbq_area
property,prop-30380150,gourmet_area
property,prop-30380150,intercom
property,prop-30380150,party_hall
property,prop-30380150,pool
property,prop-30382287,bbq_area
property,prop-30382287,game_room
property,prop-30382287,generator
property,prop-30382287,gym
property,prop-30382287,party_hall
property,prop-30382287,playground
property,prop-30382287,sports_court
property,prop-30390946,bbq_area
property,prop-30390946,cinema
property,prop-30390946,game_room
property,prop-30390946,gourmet_area
property,prop-30390946,gym
property,prop-30390946,intercom
property,prop-30390946,party_hall
property,prop-30390946,playground
property,prop-30390946,pool
property,prop-30390946,sauna
property,prop-30390946,security_24h
property,prop-30390946,spa
property,prop-30390947,bbq_area
property,prop-30390947,bike_rack
property,prop-30390947,game_room
property,prop-30390947,gourmet_area
property,prop-30390947,gym
property,prop-30390947,intercom
property,prop-30390947,party_hall
property,prop-30390947,pool
property,prop-30390947,sauna
property,prop-30390948,bbq_area
property,prop-30390948,game_room
property,prop-30390948,gourmet_area
property,prop-30390948,gym
property,prop-30390948,intercom
property,prop-30390948,party_hall
property,prop-30390948,playground
property,prop-30390948,pool
property,prop-30390948,security_24h
property,prop-30398472,air_conditioning
property,prop-30398472,laundry
property,prop-30398472,pool
property,prop-30398472,security_24h
property,prop-30430673,bbq_area
property,prop-30430673,gourmet_area
property,prop-30430673,gym
property,prop-30430673,intercom
property,prop-30430673,party_hall
property,prop-30430673,playground
property,prop-30430673,pool
property,prop-30430673,security_24h
property,prop-30467862,bbq_area
property,prop-30467862,bike_rack
property,prop-30467862,concierge
property,prop-30467862,gourmet_area
property,prop-30467862,intercom
property,prop-30467862,party_hall
property,prop-30467862,pool
property,prop-30467862,security_24h
property,prop-30491621,pool
property,prop-30492159,bbq_area
property,prop-30492159,laundry
property,prop-30492159,pool
property,prop-30492159,security_24h
property,prop-30492160,air_conditioning
property,prop-30492160,bbq_area
property,prop-30492160,coworking
property,prop-30492160,pool
property,prop-30492160,security_24h
property,prop-30492161,bbq_area
property,prop-30492161,coworking
property,prop-30492161,pool
property,prop-30492161,security_24h
property,prop-30492162,bbq_area
property,prop-30492162,laundry
property,prop-30492162,pool
property,prop-30492162,security_24h
property,prop-30492166,pool
property,prop-30492167,laundry
property,prop-30492167,pool
property,prop-30492170,pool
property,prop-30492183,pool
property,prop-30502873,bbq_area
property,prop-30502873,sports_court
property,prop-30506729,pool
property,prop-30506729,security_24h
property,prop-30521716,bbq_area
property,prop-30521716,game_room
