mantida,descartada,correlacao_entre_elas,forca_mantida,forca_descartada
tipo_unidade_terreo_com_area,tipo_unidade_apartamento_tipo,0.9230164671227263,0.054720905430396635,0.05468052303620582
area_util,area_total,0.9193476970337241,0.6904327846946109,0.6294258057454917
