id,title,subtype,transaction,price_sale,price_rent,area_m2,bedrooms,bathrooms,parking_spots,iptu_year,condo_fee,pets_allowed,accepts_financing,year_built,floor,has_elevator,has_balcony,furnished,neighborhood,condominium,builder,built_year
prop-33875990,"Apartamento com 1 quarto à venda no Jardim Oceania, João Pessoa",Apartment,sale,393000,,33.0,1,1,1,,,false,,,,true,false,false,Jardim Oceania,,,
prop-42370640,"Vende-se flat novo na melhor localização do Bessa, pé na areia",Apartment,sale,610000,,33.0,1,1,1,,,false,,,,false,true,false,Jardim Oceania,,,
prop-30647788,Storey Luxor Home & Service - FLAT NO BESSA/ FLAT EM JOÃO PESSOA/ FLAT NO STOREY LUXOR HOME/ FLAT PADRÃO/ FLAT BEIRA MAR,Apartment,sale,300000,,34.0,1,1,1,,,false,,,,false,true,false,Jardim Oceania,,,
prop-44071873,"Apartamento com 1 dormitório à venda, 35 m² por R$ 320.000,00 - Jardim Oceania - João Pessoa/PB",Apartment,sale,320000,,35.0,1,1,1,,,false,,,,false,false,false,Jardim Oceania,,,
prop-31662313,"Apartamento com 1 dormitório, sala, cozinha e varanda integradas à venda, 35 m² por R$ 350.097 - Jardim Oceania - João Pessoa/PB",Apartment,sale,350097,,35.0,1,1,1,,,true,,,,true,true,false,Jardim Oceania,,,
prop-44877853,"Apartamento com 1 quarto à venda no Jardim Oceania, João Pessoa",Apartment,sale,381034,,35.0,1,1,1,,,false,,,,true,true,false,Jardim Oceania,,,
prop-39527813,"Apartamento com 1 dormitório à venda, 35 m² por R$ 388.096,80 - Jardim Oceania - João Pessoa/PB",Apartment,sale,388096,,35.0,1,1,1,,,false,,,,true,true,false,Jardim Oceania,,,
prop-28051055,"Lançamento: Mahalo Residencial, Gratidão em cada detalhe.",Apartment,sale,393149,,35.0,1,1,1,,,false,,,,true,true,false,Jardim Oceania,,,
prop-25885417,"Apartamento com 1 dormitório à venda, 35 m² por R$ 466.095,11 - Jardim Oceania - João Pessoa/PB",Apartment,sale,466095,,35.0,1,1,1,,,false,,,,true,false,false,Jardim Oceania,,,
prop-34191323,"Apartamento com 1 dormitório à venda, 36,26 m² por R$ 446.000,00 - Jardim Oceania - João Pessoa/PB",Apartment,sale,446000,,36.0,1,1,1,,,false,,,,true,true,false,Jardim Oceania,,,
prop-44831639,"Apartamento com 1 quarto à venda no Jardim Oceania, João Pessoa",Apartment,sale,600000,,36.0,1,1,1,,,false,,,,false,true,false,Jardim Oceania,,,
prop-42369775,"Apartamento com 1 quarto à venda na Rua Albertino Alfredo Araújo Filho, 1100, Jardim Oceania, João Pessoa",Apartment,sale,298000,,37.0,1,1,1,,,false,,,,true,false,false,Jardim Oceania,,,
prop-45000731,"Apartamento com 1 dormitório à venda, 37 m² por R$ 320.000,00 - Jardim Oceania - João Pessoa/PB",Apartment,sale,320000,,37.0,1,1,1,,,false,,,,true,false,false,Jardim Oceania,,,
prop-24260564,"Apartamento com 1 quarto à venda no Jardim Oceania, João Pessoa",Apartment,sale,415000,,37.0,1,1,1,,,false,,,,true,false,false,Jardim Oceania,,,
prop-43495942,"Apartamento com 1 dormitório à venda, 37 m² por R$ 456.500,00 - Jardim Oceania - João Pessoa/PB",Apartment,sale,456500,,37.0,1,1,1,,,false,,,,false,true,false,Jardim Oceania,,,
prop-42897702,"Apartamento com 1 quarto à venda na Rua Fernando Luiz Henriques dos Santos, 1790, Jardim Oceania, João Pessoa",Apartment,sale,399000,,32.0,1,1,1,,,false,,,,true,true,true,Jardim Oceania,,,
prop-44844583,Apartamento à venda com 1 quarto no Jardim Oceania- João Pessoa/PB,Apartment,sale,520000,,39.0,1,1,1,,,false,,,,true,true,false,Jardim Oceania,,,
prop-44282999,"Apartamento com 1 quarto à venda no Jardim Oceania, João Pessoa",Apartment,sale,546000,,39.0,1,1,1,,,false,,,,false,false,false,Jardim Oceania,,,
prop-14390569,"Apartamento à venda, 39 m² por R$ 586.841,05 - Jardim Oceania - João Pessoa/PB",Apartment,sale,586841,,39.0,1,1,1,,,false,,,,true,false,false,Jardim Oceania,,,
prop-21844204,"REF: LA119 - Lançamento, Flat, João Pessoa, Bessa, 1 e 2 quartos, Beira Mar",Apartment,sale,933209,,39.0,1,1,1,,,true,,,,true,true,false,Jardim Oceania,,,
prop-36441126,"Apartamento com 1 dormitório à venda, 40 m² por R$ 345.000,00 - Jardim Oceania - João Pessoa/PB",Apartment,sale,345000,,40.0,1,1,1,,,false,,,,true,true,false,Jardim Oceania,,,
prop-42388823,Apartamento 1 quartos  com varanda  á 50 metros da praia Bessa -  AP2077,Apartment,sale,581140,,41.0,1,1,1,,,false,,,,true,true,false,Jardim Oceania,,,
prop-26531670,Apartamento Para Vender com 1 quarto no bairro Jardim Oceania em João Pessoa,Apartment,sale,582000,,41.0,1,1,1,,,true,,,,true,false,false,Jardim Oceania,,,
prop-44283097,"Vendo Apartamentos de 41 m² a 55 m² com 1 ou 2 quartos, s/ 1 suíte e 1 vaga",Apartment,sale,582000,,42.0,1,1,1,,,false,,,,false,false,false,Jardim Oceania,,,
prop-44002015,"Apartamento com 1 dormitório à venda, 42,08 m² por R$ 702.000,00 - Bessa - João Pessoa/PB",Apartment,sale,702000,,42.0,1,1,1,,,false,,,,true,true,false,Jardim Oceania,,,
prop-42563720,"Apartamento com 1 dormitório à venda, 42 m² por R$ 799.000,00 - Jardim Oceania - João Pessoa/PB",Apartment,sale,799000,,42.0,1,1,1,,,false,,,,false,true,false,Jardim Oceania,,,
prop-36686730,"Apartamento com 1 quarto à venda na Avenida Governador Argemiro de Figueiredo, Jardim Oceania, João Pessoa",Apartment,sale,957721,,42.0,1,1,1,,,false,,,,true,false,false,Jardim Oceania,,,
prop-11493236,"Apartamento com 1 dormitório à venda, 43 m² por R$ 850.000,00 - Jardim Oceania - João Pessoa/PB",Apartment,sale,850000,,43.0,1,1,1,,,false,,,,true,true,false,Jardim Oceania,,,
prop-32114711,"Apartamento com 1 quarto à venda na Rua Oceano Pacífico, Jardim Oceania, João Pessoa",Apartment,sale,850000,,43.0,1,1,1,,,false,,,,true,true,false,Jardim Oceania,,,
prop-29882461,"Apartamento com 1 quarto à venda na Rua José Ferreira Ramos, 177, Jardim Oceania, João Pessoa",Apartment,sale,372791,,32.0,1,1,1,,,false,,,,true,false,false,Jardim Oceania,,,
prop-30096620,"Apartamento à venda, 44 m² por R$ 569.000,00 - Jardim Oceania - João Pessoa/PB",Apartment,sale,569000,,44.0,1,1,1,,,false,,,,false,false,false,Jardim Oceania,,,
prop-26703730,"Apartamento com 1 dormitório à venda, 44 m² por R$ 685.000,00 - Jardim Oceania - João Pessoa/PB",Apartment,sale,685000,,44.0,1,1,1,,,false,,,,true,false,false,Jardim Oceania,,,
prop-42876830,"Apartamento com 1 quarto à venda na Avenida Governador Argemiro de Figueiredo, 2807, Jardim Oceania, João Pessoa",Apartment,sale,1139955,,45.0,1,1,1,,,false,,,,false,false,false,Jardim Oceania,,,
prop-44282851,"Apartamento com 1 quarto à venda no Jardim Oceania, João Pessoa",Apartment,sale,592000,,45.0,1,1,1,,,false,,,,false,false,false,Jardim Oceania,,,
prop-30646979,Hyde Park - APARTAMENTO NO HYDE PARK / APARTAMENTO EM JARDIM OCEANIA / APARTAMENTO EM JOAO PESSOA/ APARTAMRNTO DE CONDOMINIO EM JARDIM OCEANIA / APARTAMENTO NA PRAIA EM JARDIM OCENAIA / APARTAMENTO DE,Apartment,sale,685000,,45.0,1,1,1,,,false,,,,false,true,false,Jardim Oceania,,,
prop-42021565,"Lançamento apartamentos de alto padrão para venda a partir r$ 995.581,79 | jardim oceania – pé na areia",Apartment,sale,995581,,45.0,1,1,1,,,false,,,,false,false,false,Jardim Oceania,,,
prop-38577576,Apartamento de 1 quarto no Bessa ! A apenas 150 metros da praia !,Apartment,sale,318000,,46.0,1,1,1,,,false,,,,true,false,true,Jardim Oceania,,,
prop-38295371,"BESSA - #paraiba #joāopessoa . Apartamento de frente ao Parque Parahyba III, térreo com área privativa, ideal para quem busca conforto e praticidade. O imóvel é totalmente projetado, com lindos armári",Apartment,sale,369000,,38.0,1,1,1,,,false,,,,false,false,false,Jardim Oceania,,,
prop-32626363,"Apartamento com 1 quarto à venda na Rua Valdemar Chianca, Jardim Oceania, João Pessoa",Apartment,sale,620000,,46.0,1,1,1,,,true,,,,true,true,true,Jardim Oceania,,,
prop-10815633,"REF: AP048 - Flat à venda, João Pessoa, Bessa, Beira Mar, 1 e 2 quartos",Apartment,sale,750000,,46.0,1,1,1,,,true,,,,true,true,false,Jardim Oceania,,,
prop-38814368,"Apartamento com 1 dormitório à venda, 48 m² por R$ 550.000,00 - Jardim Oceania - João Pessoa/PB",Apartment,sale,550000,,48.0,1,1,1,,,false,,,,true,false,false,Jardim Oceania,,,
prop-41195760,"Apartamento com 1 quarto à venda na Rua Fernando Luiz Henriques dos Santos, --, Jardim Oceania, João Pessoa",Apartment,sale,550000,,48.0,1,2,1,,,false,,,,false,true,true,Jardim Oceania,,,
prop-28768194,"Apartamento com 1 quarto à venda na Rua Fernando Luiz Henriques dos Santos, Jardim Oceania, João Pessoa",Apartment,sale,640000,,48.0,1,1,1,,,false,,,,true,false,true,Jardim Oceania,,,
prop-43619858,"Apartamento com 1 quarto à venda na Rua José Ferreira Ramos, --, Jardim Oceania, João Pessoa",Apartment,sale,500000,,50.0,1,1,1,,,false,,,,false,false,false,Jardim Oceania,,,
prop-44688625,"Apartamento com 1 dormitório à venda, 37 m² por R$ 330.000,00 - Jardim Oceania - João Pessoa/PB",Apartment,sale,330000,,37.0,1,1,1,,,false,,,,true,false,false,Jardim Oceania,,,
prop-43960008,"Apartamento com 1 dormitório à venda, 51 m² por R$ 516.391,40 - Jardim Oceania - João Pessoa/PB",Apartment,sale,516391,,51.0,1,1,1,,,false,,,,false,true,false,Jardim Oceania,,,
prop-35426390,"Apartamento com 1 quarto à venda na Avenida Governador Argemiro de Figueiredo, 2527, Jardim Oceania, João Pessoa",Apartment,sale,909000,,52.0,1,1,1,,,false,,,,true,false,false,Jardim Oceania,,,
prop-31956815,"Apartamento com 1 dormitório à venda, 54 m² por R$ 590.000,00 - Jardim Oceania - João Pessoa/PB",Apartment,sale,590000,,54.0,1,2,1,,,false,,,,true,true,true,Jardim Oceania,,,
prop-29343995,"Apartamento com 1 quarto à venda na Avenida Governador Argemiro de Figueiredo, 43212500, Jardim Oceania, João Pessoa",Apartment,sale,1076350,,55.0,1,1,1,,,false,,,,true,true,true,Jardim Oceania,,,
prop-35459050,"Apartamento com 1 quarto à venda na Avenida Governador Argemiro de Figueiredo, 1700, Jardim Oceania, João Pessoa",Apartment,sale,1099900,,55.0,1,1,1,,,false,,,,true,true,true,Jardim Oceania,,,
prop-38039318,"Apartamento  para venda, Jardim Oceania, João Pessoa - 25540",Apartment,sale,1149840,,55.0,1,1,1,,,true,,,,true,false,false,Jardim Oceania,,,
prop-39694348,"Imperdível! Apartamento - pé na areia no bessa, joão pessoa!",Apartment,sale,1149840,,55.0,1,1,1,,,false,,,,false,true,true,Jardim Oceania,,,
prop-44283036,"Vendo flats com 1 ou 2 quartos, em prédio pé na areia da praia do Bessa, com tamanhos de 44 m² à 60 m²",Apartment,sale,1150000,,55.0,1,1,1,,,false,,,,false,true,false,Jardim Oceania,,,
prop-43374538,Apartamento 65m² 1 quarto na Av. Gov. Argemiro de Figueiredo para Alugar,Apartment,sale,1300000,,65.0,1,2,1,,,false,,,,true,true,false,Jardim Oceania,,,
prop-44282850,"Apartamento com 1 quarto à venda no Jardim Oceania, João Pessoa",Apartment,sale,606000,,66.0,1,1,1,,,false,,,,false,false,false,Jardim Oceania,,,
prop-36975856,"Cobertura / Penthouse à Venda, Jardim Oceania, João Pessoa, PB",Apartment,sale,695500,,26.0,1,1,1,,,false,,,,true,false,false,Jardim Oceania,,,
prop-14390559,"Apartamento à venda, 68 m² por R$ 672.659,51 - Jardim Oceania - João Pessoa/PB",Apartment,sale,672659,,68.0,1,1,1,,,false,,,,true,false,false,Jardim Oceania,,,
prop-11493234,"Apartamento com 1 dormitório à venda, 70 m² por R$ 900.000,00 - Jardim Oceania - João Pessoa/PB",Apartment,sale,900000,,70.0,1,1,1,,,false,,,,true,false,true,Jardim Oceania,,,
prop-32115101,"Apartamento com 1 quarto à venda na Avenida Governador Argemiro de Figueiredo, Jardim Oceania, João Pessoa",Apartment,sale,900000,,70.0,1,1,1,,,false,,,,true,false,true,Jardim Oceania,,,
prop-33395262,Apartamento projetado com 01 quarto + living à beira-mar do Jardim Oceania,Apartment,sale,1049000,,40.0,1,2,1,,,false,,,,false,false,false,Jardim Oceania,,,
prop-42808079,"Apartamento com 1 quarto à venda na Avenida Governador Argemiro de Figueiredo, --, Jardim Oceania, João Pessoa",Apartment,sale,1125967,,63.0,1,2,1,,,false,,,,false,false,false,Jardim Oceania,,,
prop-42013724,"Apartamento com 1 quarto à venda na Avenida Governador Argemiro de Figueiredo, Jardim Oceania, João Pessoa",Apartment,sale,1139955,,,1,1,1,,,false,,,,false,false,false,Jardim Oceania,,,
prop-41984242,"Apartamento com 1 quarto à venda na Avenida Governador Argemiro de Figueiredo, --, Jardim Oceania, João Pessoa",Apartment,sale,1140788,,64.0,1,2,1,,,false,,,,false,false,false,Jardim Oceania,,,
prop-31113102,"Apartamento de 42m2 Frente Mar e Pé na Areia, Mobiliado e Projetado",Apartment,sale,1150000,,42.0,1,1,1,,,false,,,,false,true,true,Jardim Oceania,,,
prop-41899581,"Apartamento com 1 quarto à venda na Avenida Governador Argemiro de Figueiredo, 4727, Jardim Oceania, João Pessoa",Apartment,sale,1290788,,64.0,1,2,1,,,false,,,,true,false,false,Jardim Oceania,,,
prop-45080064,"Apartamento Garden com 1 dormitório à venda, 55 m² por R$ 1.350.000,00 - Jardim Oceania - João Pessoa/PB",Apartment,sale,1350000,,55.0,1,1,1,,,false,,,,false,false,false,Jardim Oceania,,,
prop-42808076,"Apartamento com 1 quarto à venda na Avenida Governador Argemiro de Figueiredo, --, Jardim Oceania, João Pessoa",Apartment,sale,1564633,,97.0,1,2,1,,,false,,,,false,false,false,Jardim Oceania,,,
prop-41702285,"Apartamento com 1 quarto à venda na Rua Evandil Bandeira, --, Jardim Oceania, João Pessoa",Apartment,sale,250000,,40.0,1,1,1,,,false,,,,false,false,true,Jardim Oceania,,,
prop-41899682,"Apartamento com 1 quarto à venda na Rua José Gonçalves de Abrantes, 212, Jardim Oceania, João Pessoa",Apartment,sale,294038,,23.0,1,1,1,,,false,,,,true,false,false,Jardim Oceania,,,
prop-42808142,"Apartamento com 1 quarto à venda na Rua José Gonçalves de Abrantes, --, Jardim Oceania, João Pessoa",Apartment,sale,294040,,23.0,1,1,1,,,false,,,,false,false,false,Jardim Oceania,,,
prop-45112390,"Imperdível oportunidade de investimento em apartamento de 1 quarto no Jardim Oceania, João Pessoa-PB!",Apartment,sale,320000,,30.0,1,1,1,,,false,,,,false,true,false,Jardim Oceania,,,
prop-43966063,"Apartamento com 1 quarto à venda no Jardim Oceania, João Pessoa",Apartment,sale,360000,,18.0,1,1,1,,,false,,,,true,false,false,Jardim Oceania,,,
prop-32756619,"Apartamento com 1 quarto à venda no Jardim Oceania, João Pessoa",Apartment,sale,364780,,32.0,1,1,1,,,false,,,,false,false,false,Jardim Oceania,,,
prop-44799532,"Apartamento com 1 quarto à venda na Rua Oceano Antártico, 77, Jardim Oceania, João Pessoa",Apartment,sale,381990,,36.0,1,1,1,,,true,,,,true,false,false,Jardim Oceania,,,
prop-40070910,"Apartamento à venda em João Pessoa-PB, Jardim Oceania: 1 quarto, 1 suite, 1 sala, 1 banheiro, 1 vaga de garagem, 24,82 m² de área.",Apartment,sale,382243,,24.0,1,1,1,,,false,,,,false,false,false,Jardim Oceania,,,
prop-31939247,"Apartamento com 1 dormitório à venda, 35 m² por R$ 388.096,80 - Jardim Oceania - João Pessoa/PB",Apartment,sale,388096,,35.0,1,0,1,,,false,,,,false,false,false,Jardim Oceania,,,
prop-41899681,"Apartamento com 1 quarto à venda na Rua José Gonçalves de Abrantes, 212, Jardim Oceania, João Pessoa",Apartment,sale,397899,,42.0,1,1,1,,,false,,,,true,false,false,Jardim Oceania,,,
prop-42808141,"Apartamento com 1 quarto à venda na Rua José Gonçalves de Abrantes, --, Jardim Oceania, João Pessoa",Apartment,sale,397900,,42.0,1,1,1,,,false,,,,false,false,false,Jardim Oceania,,,
prop-35847274,"Apartamento Térreo para Venda em João Pessoa, Jardim Oceania, 1 dormitório, 1 vaga",Apartment,sale,429010,,36.0,1,0,1,,,false,,,,true,false,false,Jardim Oceania,,,
prop-41984503,"Apartamento com 1 quarto à venda na Rua Anastácio Camilo de Oliveira, --, Jardim Oceania, João Pessoa",Apartment,sale,436240,,38.0,1,1,1,,,false,,,,false,false,false,Jardim Oceania,,,
prop-42859441,"Lançamento no Jardim Oceania/Bessa 1 e 2 Quartos, Elevador e Lazer",Apartment,sale,436240,,38.0,1,1,1,,,false,,,,true,false,false,Jardim Oceania,,,
prop-43135438,Vendo flat porteira fechada no jardim oceania a 50mt da praia joão pessoa pb,Apartment,sale,448000,,24.0,1,1,1,,,false,,,,true,false,true,Jardim Oceania,,,
prop-25920866,Lançamento de apartamentos no Jardim Oceania a poucos metros do mar,Apartment,sale,466000,,35.0,1,1,1,,,false,,,,true,false,false,Jardim Oceania,,,
prop-26631918,"Apartamento à venda em João Pessoa-PB, Jardim Oceania: 1 quarto, 1 suíte, 1 sala, 1 banheiro, 1 vaga, 35m²!",Apartment,sale,466095,,35.0,1,1,1,,,false,,,,true,false,false,Jardim Oceania,,,
prop-36290855,"Apartamento para Venda em João Pessoa, Jardim Oceania, 1 dormitório, 1 banheiro, 1 vaga",Apartment,sale,466095,,35.0,1,1,1,,,false,,,,true,true,false,Jardim Oceania,,,
prop-20795160,"Apartamento com 1 dormitório à venda, 21 m² por R$ 475.000,00 - Jardim Oceania - João Pessoa/PB",Apartment,sale,475000,,21.0,1,0,1,,,false,,,,false,false,false,Jardim Oceania,,,
prop-44845106,"Apartamento com 1 quarto à venda na Rua Valdemar Chianca, Jardim Oceania, João Pessoa",Apartment,sale,475000,,37.0,1,1,1,,,true,,,,true,false,true,Jardim Oceania,,,
prop-36975703,"Apartamento padrão à Venda, Jardim Oceania, João Pessoa, PB",Apartment,sale,500000,,38.0,1,1,1,,,true,,,,true,true,false,Jardim Oceania,,,
prop-42808313,"Apartamento com 1 quarto à venda na Rua Marino Oliveira Luna, --, Jardim Oceania, João Pessoa",Apartment,sale,539916,,42.0,1,3,1,,,false,,,,false,false,false,Jardim Oceania,,,
prop-18852973,Apartamento Mobiliado de 44m² com Ampla Varanda e à 200m do Mar,Apartment,sale,569000,,44.0,1,1,1,,,false,,,,false,true,true,Jardim Oceania,,,
prop-33860741,Apartamento de 59m² com 01 Suíte e Ampla Varanda com Vista Mar e Parque,Apartment,sale,575000,,59.0,1,2,1,,,false,,,,false,true,false,Jardim Oceania,,,
prop-26577115,"Imperdível oportunidade: Apartamento à venda em João Pessoa-PB, Jardim Oceania - 1 quarto, 1 sala, 1 banheiro, 1 vaga - 27,95 m².",Apartment,sale,577835,,27.0,1,1,1,,,false,,,,false,false,false,Jardim Oceania,,,
prop-41984423,"Apartamento com 1 quarto à venda na Avenida Governador Argemiro de Figueiredo, --, Jardim Oceania, João Pessoa",Apartment,sale,581140,,41.0,1,1,1,,,false,,,,false,false,false,Jardim Oceania,,,
prop-36975740,"Apartamento padrão à Venda, Jardim Oceania, Avenida Governador Argemiro de Figueiredo, PB",Apartment,sale,581250,,39.0,1,1,1,,,true,,,,true,false,false,Jardim Oceania,,,
prop-41899909,"Apartamento com 1 quarto à venda na Avenida Governador Argemiro de Figueiredo, 4200, Jardim Oceania, João Pessoa",Apartment,sale,594000,,29.0,1,1,1,,,false,,,,false,false,false,Jardim Oceania,,,
prop-42562507,"Apartamento com 1 quarto à venda na Avenida Governador Argemiro de Figueiredo, --, Jardim Oceania, João Pessoa",Apartment,sale,594000,,29.0,1,1,1,,,false,,,,false,false,false,Jardim Oceania,,,
prop-26876156,"Apartamento à venda em João Pessoa-PB, no bairro Jardim Oceania: 1 quarto, 1 suíte, 1 sala, 1 banheiro, 1 vaga de garagem, 68,13 m².",Apartment,sale,710529,,68.0,1,1,1,,,false,,,,false,false,false,Jardim Oceania,,,
prop-41899603,"Apartamento com 1 quarto à venda na Rua José Teotônio dos Santos, 41, Jardim Oceania, João Pessoa",Apartment,sale,716643,,52.0,1,2,1,,,false,,,,true,false,false,Jardim Oceania,,,
prop-43542550,"Apartamento com 1 quarto à venda na Rua José Teotônio dos Santos, --, Jardim Oceania, João Pessoa",Apartment,sale,716644,,52.0,1,2,1,,,false,,,,false,false,false,Jardim Oceania,,,
prop-45080061,"Apartamento Garden com 1 dormitório à venda, 31 m² por R$ 760.000 - Jardim Oceania - João Pessoa/PB",Apartment,sale,760000,,31.0,1,1,1,,,false,,,,false,false,false,Jardim Oceania,,,
prop-42387680,"Apartamento com 1 quarto à venda na Avenida Governador Argemiro de Figueiredo, 2690, Jardim Oceania, João Pessoa",Apartment,sale,795000,,42.0,1,1,1,,,false,,,,true,true,true,Jardim Oceania,,,
prop-45080063,"Apartamento Garden com 1 dormitório à venda, 36 m² por R$ 860.000 - Jardim Oceania - João Pessoa/PB",Apartment,sale,860000,,36.0,1,1,1,,,false,,,,false,false,false,Jardim Oceania,,,
prop-42808315,"Apartamento com 1 quarto à venda na Rua Marino Oliveira Luna, --, Jardim Oceania, João Pessoa",Apartment,sale,874470,,50.0,1,2,1,,,false,,,,false,false,false,Jardim Oceania,,,
prop-41899944,"Apartamento com 1 quarto à venda na Avenida Governador Argemiro de Figueiredo, 4200, Jardim Oceania, João Pessoa",Apartment,sale,909000,,51.0,1,1,1,,,false,,,,false,false,false,Jardim Oceania,,,
prop-42562508,"Apartamento com 1 quarto à venda na Avenida Governador Argemiro de Figueiredo, --, Jardim Oceania, João Pessoa",Apartment,sale,909000,,51.0,1,1,1,,,false,,,,false,false,false,Jardim Oceania,,,
prop-37476612,"Apartamento com 1 dormitório à venda, 63 m² por R$ 936.563,11 - Jardim Oceania - João Pessoa/PB",Apartment,sale,936563,,63.0,1,2,1,,,false,,,,false,true,false,Jardim Oceania,,,
prop-26577124,"Apartamento à venda em João Pessoa-PB, Jardim Oceania: 1 quarto, 1 suíte, 1 sala, 1 vaga, 45,10 m² de área. Venha conhecer!",Apartment,sale,995581,,45.0,1,0,1,,,false,,,,false,false,false,Jardim Oceania,,,
prop-27090714,"Apartamento Com área externa em Jardim São Paulo - Bancários, João Pessoa/PB",Apartment,sale,194900,,15.0,1,1,1,,,false,,,,true,false,false,Jardim São Paulo,,,
prop-42912261,"Apartamento em Jardim São Paulo - Bancários, João Pessoa/PB",Apartment,sale,161000,,31.0,1,1,1,,,false,,,,false,false,false,Jardim São Paulo,,,
prop-41719583,"Apartamento em Jardim São Paulo - Bancários, João Pessoa/PB",Apartment,sale,175000,,35.0,1,1,1,,,false,,,,false,false,false,Jardim São Paulo,,,
prop-39527868,"Apartamento com 1 dormitório à venda, 40 m² por R$ 145.000,00 - Jardim São Paulo - João Pessoa/PB",Apartment,sale,145000,,40.0,1,1,1,,,false,,,,false,false,false,Jardim São Paulo,,,
prop-6354127,"Apartamento com 1 quarto à venda no Jardim São Paulo, João Pessoa",Apartment,sale,1200000,,720.0,1,1,1,,,false,,,,false,false,false,Jardim São Paulo,,,
prop-45112409,"Apartamento à venda em João Pessoa-PB, Jardim São Paulo: 1 quarto, 1 suíte, 1 vaga de garagem, 28,88 m². Venha conferir!",Apartment,sale,239887,,28.0,1,1,1,,,false,,,,false,false,false,Jardim São Paulo,,,
prop-40401087,att jardins 3 ruas - Apartamento Alto Padrão/TF Jardins 3 Ruas Residence - Viva no melhor dos Bancários! João Pessoa PB,Apartment,sale,279000,,,1,1,1,,,false,,,,true,false,true,Jardim São Paulo,,,
prop-35680742,"Apartamento com 1 quarto à venda no João Agripino, João Pessoa",Apartment,sale,980000,,139.0,1,2,2,,,false,,,,false,false,false,Joao Agripino,,,
prop-37746153,"Apartamento para Venda em João Pessoa, Manaíra, 1 dormitório, 1 suíte, 1 banheiro, 1 vaga",Apartment,sale,449000,,59.0,1,1,1,,,true,,,,true,true,true,Manaíra,,,
prop-34936432,"Apartamento com 1 dormitório à venda, 19 m² por R$ 378.847,00 - Manaíra - João Pessoa/PB",Apartment,sale,378847,,19.0,1,1,1,,,false,,,,false,false,false,Manaíra,,,
prop-44279998,"Apartamento Studio de 19m²: praticidade, modernidade e excelente oportunidade de investimento",Apartment,sale,470000,,19.0,1,1,1,,,false,,,,true,false,false,Manaíra,,,
prop-44283011,"Apartamento com 1 quarto à venda no Manaíra, João Pessoa",Apartment,sale,336000,,20.0,1,1,1,,,false,,,,false,false,true,Manaíra,,,
prop-26382160,"Apartamento com 1 dormitório à venda, 21 m² por R$ 390.960,20 - Manaíra - João Pessoa/PB",Apartment,sale,390960,,21.0,1,1,1,,,false,,,,true,false,false,Manaíra,,,
prop-44283130,"Apartamento com 1 quarto à venda no Manaíra, João Pessoa",Apartment,sale,258000,,22.0,1,1,1,,,false,,,,false,true,false,Manaíra,,,
prop-32114927,"Apartamento com 1 quarto à venda na Indefinido, Manaíra, João Pessoa",Apartment,sale,313767,,22.0,1,1,1,,,false,,,,true,false,false,Manaíra,,,
prop-36433584,"Apartamento com 1 quarto à venda no Manaíra, João Pessoa",Apartment,sale,370000,,22.0,1,1,1,,,false,,,,false,false,false,Manaíra,,,
prop-32115133,"Apartamento com 1 quarto à venda na Avenida Cajazeiras, Manaíra, João Pessoa",Apartment,sale,411300,,22.0,1,1,1,,,false,,,,false,true,false,Manaíra,,,
prop-42880040,Studio Moderno no HIT Manaíra com Rooftop e Vista Mar | João Pessoa/PB,Apartment,sale,501000,,22.0,1,1,1,,,false,,,,true,true,false,Manaíra,,,
prop-27984673,"Apartamento com 1 dormitório à venda, 22 m² por R$ 554.400,00 - Manaíra - João Pessoa/PB",Apartment,sale,554400,,22.0,1,1,1,,,false,,,,false,false,false,Manaíra,,,
prop-31537090,"REF: LA096 - Flat à Venda, João Pessoa, Manaira, studio, 1 e 2 quartos",Apartment,sale,319000,,24.0,1,1,1,,,true,,,,true,true,false,Manaíra,,,
prop-30090516,"Apartamento para Venda em João Pessoa, Manaíra, 1 dormitório, 1 suíte, 1 banheiro, 1 vaga",Apartment,sale,395000,,26.0,1,1,1,,,false,,,,false,false,true,Manaíra,,,
prop-40101328,"Apartamento com 1 quarto à venda no Manaíra, João Pessoa",Apartment,sale,399000,,26.0,1,1,1,,,false,,,,true,false,true,Manaíra,,,
prop-44060928,"Apartamento com 1 quarto à venda na Rua Escrivão Sebastião de Azevedo Bastos, S/N, Manaíra, João Pessoa",Apartment,sale,430000,,26.0,1,1,1,,,false,,,,false,false,false,Manaíra,,,
prop-32114756,"Apartamento com 1 quarto à venda na Avenida Governador Flávio Ribeiro Coutinho, Manaíra, João Pessoa",Apartment,sale,529000,,26.0,1,1,1,,,false,,,,true,false,false,Manaíra,,,
prop-30646960,Simple smart Residence - APARTAMENTO EM MANAIRA/ APARTAMENTO EM JOÃO PESSOA/ APARTAMENTO NO SIMPLE SMART RESIDENCE/ FLAT EM JOÃO PESSOA/ FLAT EM MANAIRA/ FLAT NO SIMPLE SMART EESODENCE,Apartment,sale,338300,,27.0,1,1,1,,,false,,,,false,false,false,Manaíra,,,
prop-35086956,"Apartamento com 1 quarto à venda no Manaíra, João Pessoa",Apartment,sale,375000,,27.0,1,0,1,,,false,,,,false,false,false,Manaíra,,,
prop-41619734,"Apartamento com 1 dormitório à venda, 28 m² por R$ 299.000,00 - Manaíra - João Pessoa/PB",Apartment,sale,299000,,28.0,1,1,1,,,false,,,,true,false,false,Manaíra,,,
