url_anuncio,preco_venda,area_util,area_total,quartos,suites,banheiros,garagens,posicao_solar,status_construcao,tipo_unidade,origem_anuncio,bairro,condominio,iptu,com_piscina,com_academia,com_cozinha,com_wc_social,com_elevador,com_salao_de_festas,com_espaco_gourmet,com_lavanderia,com_area_de_servico,com_varanda,com_coworking_escritorio,com_vaga_garagem,com_churrasqueira,com_bicicletario,com_playground,com_salao_de_jogos,com_portaria_seguranca_24h,com_brinquedoteca_kids,com_vista_ou_acesso_praia,com_moveis_armarios_planejados,com_lounge,com_interfone,com_piso_porcelanato,com_ar_condicionado,com_quadra_esportiva,com_sala_de_jantar,com_condominio_fechado,com_alarme,com_varanda_gourmet,com_piso_ceramica,com_permitido_pets,com_jardim,com_sauna,com_gerador_de_energia,com_hall_de_entrada,com_predio_pastilhado,com_spa_hidromassagem,com_acessibilidade_pne,com_mobiliado,com_teto_em_gesso,com_lavabo,com_box_no_banheiro,com_janelas_em_aluminio,com_area_de_lazer,com_banheiro_funcionariao,com_gas_canalizado,com_tanque_de_lavar_roupa,com_copa,com_closet,com_rede_de_tratamento_de_esgoto,com_ambientes_integrados,com_despensa,com_salao_multiuso,com_sala_de_massagem,com_dependencia_empregados,com_deposito,com_vista_panoramica,com_tv_a_cabo,com_box_blindex,com_conexao_a_internet,com_escada,com_janela_de_aluminio,com_janela_grande,com_sala_grande,com_ventilacao_natural
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pb-joao-pessoa-manaira-RS680000/id-34707905/,680000.0,132.0,,3.0,2.0,4.0,1.0,nao_informado,nao_informado,apartamento_tipo,chaves_na_mao,manaira,,,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-2-quartos-com-garagem-pb-joao-pessoa-jardim-oceania-RS1150000/id-29875832/,1150000.0,71.0,,2.0,1.0,2.0,1.0,nao_informado,nao_informado,apartamento_tipo,chaves_na_mao,jardim_oceania,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-2-quartos-com-garagem-pb-joao-pessoa-manaira-62m2-RS649000/id-44282888/,649000.0,62.0,62.0,2.0,1.0,2.0,1.0,nao_informado,nao_informado,apartamento_tipo,chaves_na_mao,manaira,,,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-2-quartos-com-garagem-pb-joao-pessoa-jardim-oceania-108m2-RS1314000/id-18298397/,1314000.0,108.0,108.0,2.0,1.0,2.0,1.0,nao_informado,nao_informado,apartamento_tipo,chaves_na_mao,jardim_oceania,,,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-2-quartos-com-garagem-pb-joao-pessoa-jardim-veneza-50m2-RS79344/id-43445141/,79344.0,42.0,50.0,2.0,,1.0,1.0,nao_informado,nao_informado,apartamento_tipo,chaves_na_mao,luiz,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pb-joao-pessoa-tambau-82m2-RS692000/id-43416833/,692000.0,82.0,82.0,3.0,2.0,3.0,2.0,nao_informado,nao_informado,apartamento_tipo,ambos,tambau,1000.0,,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pb-joao-pessoa-bessa-60m2-RS860000/id-32115084/,860000.0,60.0,60.0,3.0,,2.0,1.0,norte,pronto_para_morar,apartamento_tipo,chaves_na_mao,bessa,,,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pb-joao-pessoa-bessa-77m2-RS850000/id-30647089/,850000.0,77.0,77.0,3.0,2.0,3.0,2.0,nascente,em_construcao,cobertura,ambos,bessa,0.0,,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-2-quartos-com-garagem-pb-joao-pessoa-jardim-oceania-RS415000/id-42118357/,415000.0,42.0,,2.0,1.0,2.0,1.0,nascente,pronto_para_morar,apartamento_tipo,chaves_na_mao,jardim_oceania,,,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-pb-joao-pessoa-cabo-branco-60m2-RS1200000/id-31595104/,1200000.0,60.0,60.0,3.0,2.0,3.0,2.0,sul,pronto_para_morar,apartamento_tipo,chaves_na_mao,cabo_branco,,,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
