tsne_1,tsne_2,faixa_preco
103.330475,-8.978888,Q5 (mais caro)
24.248869,-26.171339,Q5 (mais caro)
24.249462,-26.171389,Q5 (mais caro)
105.013664,-9.663822,Q5 (mais caro)
-5.578315,-71.96413,Q4
59.251877,15.112096,Q2
36.71436,-41.591797,Q5 (mais caro)
53.481075,-12.573255,Q5 (mais caro)
-20.827627,-30.857437,Q4
9.979547,-49.628044,Q5 (mais caro)
9.979547,-49.628044,Q5 (mais caro)
9.979637,-49.62799,Q5 (mais caro)
-24.505827,-29.120165,Q5 (mais caro)
88.72543,-29.90059,Q5 (mais caro)
88.72543,-29.90059,Q5 (mais caro)
86.55207,-28.353525,Q5 (mais caro)
68.74059,-4.235393,Q5 (mais caro)
-17.774908,-31.442461,Q4
40.894573,-50.930084,Q5 (mais caro)
-6.314595,-61.60449,Q5 (mais caro)
56.868732,13.222291,Q4
32.44337,-17.308647,Q5 (mais caro)
12.110097,-55.779354,Q5 (mais caro)
44.55678,45.792107,Q4
35.284264,4.1000595,Q5 (mais caro)
36.230366,-52.158585,Q4
31.900911,20.350267,Q5 (mais caro)
9.426519,4.3233776,Q5 (mais caro)
35.900517,-12.765928,Q5 (mais caro)
53.475212,-12.576803,Q5 (mais caro)
0.07149438,-16.691334,Q5 (mais caro)
37.136288,-13.855634,Q5 (mais caro)
23.569567,-57.80096,Q5 (mais caro)
-17.767431,-16.258339,Q4
52.3352,-13.594712,Q5 (mais caro)
38.103584,-53.928722,Q4
31.177155,-54.646385,Q4
10.049477,-49.68705,Q5 (mais caro)
86.16566,-29.366806,Q5 (mais caro)
9.780934,5.2571282,Q5 (mais caro)
56.78113,13.168271,Q5 (mais caro)
35.759262,-9.639268,Q5 (mais caro)
-25.950634,-23.194696,Q5 (mais caro)
7.9986153,-2.9856718,Q2
44.91218,-40.214508,Q2
44.910843,-40.215324,Q3
10.927081,-55.392384,Q5 (mais caro)
23.198034,3.047486,Q4
44.20603,-39.801403,Q2
36.53938,3.5875535,Q4
50.58942,-26.369251,Q4
22.828785,-22.451792,Q3
9.980559,2.9748545,Q3
-23.31666,13.730176,Q4
39.725956,-40.112232,Q4
99.719696,-14.296563,Q4
64.69895,38.611927,Q4
76.765114,-6.4619145,Q4
-1.0879698,-2.6696248,Q4
-6.184068,-0.61748755,Q4
-6.0583997,-33.737003,Q4
-3.000935,-18.272484,Q4
61.365498,-17.685326,Q5 (mais caro)
11.777633,-31.594717,Q3
58.796818,14.589891,Q4
31.695482,-14.458537,Q4
-5.2835755,-14.440365,Q4
75.81422,-13.030994,Q4
41.659023,-58.659985,Q3
59.787598,40.75802,Q4
13.4814005,-60.83413,Q4
51.7767,-23.655348,Q4
28.546118,-35.29788,Q4
-27.444014,46.934498,Q4
-17.542122,-31.93759,Q4
47.824657,69.14087,Q2
32.750416,-34.091377,Q5 (mais caro)
37.59946,-21.626009,Q4
8.276417,0.6989515,Q5 (mais caro)
64.91028,-22.160625,Q4
32.62919,-14.183743,Q4
37.05161,-56.195568,Q3
35.559525,-16.238358,Q4
72.29562,56.626347,Q5 (mais caro)
15.233321,29.470785,Q3
24.189346,-26.150501,Q4
-21.430008,-31.636766,Q5 (mais caro)
-11.465413,-33.0364,Q2
-16.36744,6.42136,Q3
75.579346,6.398486,Q3
60.901226,37.16877,Q5 (mais caro)
24.314941,-56.423325,Q5 (mais caro)
8.492664,0.7384365,Q4
32.81117,-14.253995,Q4
1.1905878,-68.41986,Q5 (mais caro)
-2.416688,-61.265953,Q4
19.09295,-27.248156,Q5 (mais caro)
64.06183,-22.55177,Q5 (mais caro)
40.944363,21.066523,Q4
103.0904,-9.122802,Q5 (mais caro)
-23.583157,-7.558505,Q2
84.8136,-6.401004,Q5 (mais caro)
60.426277,37.860947,Q5 (mais caro)
4.212835,-64.08302,Q5 (mais caro)
1.4439483,-44.402744,Q5 (mais caro)
103.130936,-9.10274,Q5 (mais caro)
-5.568713,-61.962692,Q4
17.334343,-37.10105,Q5 (mais caro)
108.18066,7.401503,Q5 (mais caro)
60.846367,36.285202,Q5 (mais caro)
-34.73986,-33.169296,Q5 (mais caro)
17.441715,-37.19825,Q5 (mais caro)
10.974089,-42.32454,Q5 (mais caro)
-0.57153106,-48.225407,Q5 (mais caro)
23.602205,-31.812632,Q5 (mais caro)
-36.607113,-39.079792,Q5 (mais caro)
-32.22395,-44.94297,Q5 (mais caro)
-34.254524,-32.993927,Q5 (mais caro)
76.40466,-12.374127,Q5 (mais caro)
82.44744,-8.299347,Q5 (mais caro)
-32.877026,-39.522236,Q5 (mais caro)
10.823772,-49.011806,Q5 (mais caro)
6.7162066,-19.493113,Q5 (mais caro)
101.208725,-5.3874817,Q5 (mais caro)
99.310455,-8.40003,Q5 (mais caro)
20.323397,-28.7953,Q5 (mais caro)
-33.317093,-38.563015,Q5 (mais caro)
20.322954,-28.79664,Q5 (mais caro)
100.138435,-6.5433044,Q5 (mais caro)
-36.60575,-35.44195,Q5 (mais caro)
-31.115538,-44.347176,Q5 (mais caro)
-33.45314,-33.039124,Q5 (mais caro)
-36.110725,-33.95171,Q5 (mais caro)
-33.872337,-32.372257,Q5 (mais caro)
-36.621273,-32.12227,Q5 (mais caro)
58.32622,13.886037,Q2
59.904858,-40.509758,Q5 (mais caro)
-30.638752,-50.16478,Q5 (mais caro)
-14.023347,-6.494687,Q5 (mais caro)
60.80221,-6.8973775,Q5 (mais caro)
12.874602,-26.134495,Q5 (mais caro)
-34.145264,-32.7992,Q5 (mais caro)
-36.499382,-33.242718,Q5 (mais caro)
13.506727,-43.353767,Q5 (mais caro)
-31.175503,-41.91037,Q5 (mais caro)
-36.502945,-33.32377,Q5 (mais caro)
31.366022,2.1567116,Q5 (mais caro)
-36.54751,-32.686928,Q5 (mais caro)
62.50061,20.732098,Q3
2.232682,-26.166151,Q3
-3.637906,-49.549835,Q4
-15.456714,18.69104,Q4
3.7261672,-26.255583,Q4
31.290804,0.47205406,Q4
26.775225,-2.0102224,Q4
59.784977,15.241872,Q4
29.784945,-0.17728877,Q4
3.8400743,-26.353497,Q4
22.169104,12.96162,Q4
57.17393,38.83766,Q4
-30.662237,-50.179348,Q4
29.789562,-0.24924724,Q4
76.32956,6.1334753,Q4
32.30138,3.8076355,Q4
-31.821585,-49.40383,Q4
25.324234,7.527329,Q4
-31.825546,-49.4014,Q4
-33.303047,-44.397575,Q4
-32.222,-44.94306,Q4
6.016087,-18.330173,Q4
5.3609443,-34.45446,Q4
59.67811,-20.41071,Q4
84.2989,-29.442,Q4
16.213531,-46.085697,Q4
73.64753,6.304762,Q2
60.272915,13.573132,Q1 (mais barato)
11.147234,-0.7225015,Q2
-3.697857,-49.67131,Q3
-30.548588,-51.72302,Q1 (mais barato)
25.789492,-22.689508,Q5 (mais caro)
37.555603,-14.019485,Q4
1.0950226,-24.178135,Q5 (mais caro)
5.525878,11.59359,Q3
15.229384,-43.35841,Q5 (mais caro)
62.054527,-37.952168,Q4
40.646236,12.34526,Q4
-15.79521,-47.3827,Q2
43.8039,-36.92919,Q2
30.851717,-59.438393,Q1 (mais barato)
29.246487,-58.68065,Q2
91.31744,21.647429,Q1 (mais barato)
54.69489,-21.27145,Q1 (mais barato)
13.4237795,-41.647163,Q1 (mais barato)
-29.356936,-51.86081,Q2
17.160378,15.908245,Q4
38.344383,-43.147278,Q5 (mais caro)
30.162682,-11.7208605,Q3
44.71959,23.71086,Q5 (mais caro)
-24.948107,-28.750952,Q5 (mais caro)
-24.94822,-28.750826,Q5 (mais caro)
48.403072,18.334835,Q4
32.99519,34.56133,Q4
-24.95197,-28.737274,Q5 (mais caro)
16.948904,18.334343,Q3
30.375513,-12.207409,Q2
-5.4706583,-62.79018,Q3
60.07179,13.718474,Q4
40.255867,-61.558525,Q4
42.64533,-41.045174,Q3
33.98155,-11.562475,Q3
52.605007,-26.289816,Q4
78.0651,-12.539605,Q5 (mais caro)
-24.971695,-28.667795,Q3
-15.04904,-32.476852,Q3
24.11362,11.670484,Q3
72.27839,31.994574,Q4
31.179813,24.547188,Q4
43.57385,34.826206,Q5 (mais caro)
29.226097,18.57728,Q5 (mais caro)
27.877024,-42.935406,Q5 (mais caro)
-24.9361,-31.742136,Q4
16.213472,28.72476,Q2
31.58545,-8.026441,Q4
42.20297,-6.5426497,Q5 (mais caro)
41.53803,-6.891838,Q5 (mais caro)
52.06369,-21.039051,Q5 (mais caro)
78.05857,-6.6282096,Q5 (mais caro)
49.805077,11.287661,Q5 (mais caro)
8.911391,1.2541324,Q3
60.620956,-47.23037,Q4
85.73857,-5.9482517,Q5 (mais caro)
16.457333,15.954328,Q5 (mais caro)
31.532173,-19.209791,Q5 (mais caro)
29.029625,1.6651448,Q4
-4.180176,-63.73818,Q4
-2.4510913,-61.56554,Q3
-34.288853,23.808756,Q5 (mais caro)
-18.717041,4.7260146,Q3
35.850166,-50.71066,Q5 (mais caro)
1.0327191,9.850743,Q5 (mais caro)
-25.201937,-28.127005,Q5 (mais caro)
-25.786345,-27.16248,Q5 (mais caro)
22.681131,-58.41535,Q4
-6.9876657,-61.23137,Q5 (mais caro)
-12.367081,-62.387974,Q5 (mais caro)
-15.13452,-32.291237,Q4
59.240944,23.202908,Q5 (mais caro)
36.229816,-52.04554,Q4
54.851826,-6.166349,Q4
69.835625,-51.111164,Q5 (mais caro)
62.66935,-54.743362,Q2
58.720364,17.911373,Q3
-25.122093,2.7912748,Q3
7.4930687,-14.552232,Q4
83.072586,21.482517,Q3
-6.984807,-29.441263,Q3
46.297096,-22.970718,Q3
11.082062,-17.639595,Q3
62.007954,-46.022217,Q3
43.670567,45.629112,Q2
29.749378,83.01173,Q3
59.640648,-36.533573,Q3
15.7470045,28.813223,Q5 (mais caro)
5.96624,-65.63236,Q2
30.473024,-48.185623,Q3
63.74827,-20.231173,Q4
5.939203,-65.612175,Q4
23.498562,-17.380789,Q3
37.887966,48.642338,Q4
24.986862,-18.814371,Q3
87.83188,36.478886,Q2
21.24769,-6.23414,Q2
-8.273372,-27.825907,Q2
83.54586,-5.003901,Q3
0.9577825,-26.507689,Q2
63.67002,-53.711254,Q2
4.8349066,-32.54946,Q2
64.794785,-39.226986,Q4
61.481586,11.045425,Q4
-17.439394,7.1779976,Q3
-10.985613,24.525179,Q4
62.311813,-8.206316,Q4
52.317997,43.099007,Q4
17.579958,53.763298,Q4
31.992973,-15.622303,Q3
25.840893,-22.21818,Q4
106.48461,5.8005414,Q4
51.840107,-24.58104,Q4
-0.9323809,7.782684,Q4
23.968035,87.29027,Q3
38.94862,-45.656242,Q4
62.267395,23.281002,Q4
66.53684,-19.568087,Q5 (mais caro)
-18.646048,4.4987054,Q4
7.3743396,-7.342766,Q4
103.11506,-9.101466,Q5 (mais caro)
-14.555028,-32.95343,Q5 (mais caro)
22.954872,87.854774,Q3
17.341805,17.717886,Q3
-22.957857,-30.649614,Q5 (mais caro)
-22.957808,-30.65191,Q5 (mais caro)
19.395102,83.84482,Q3
29.782017,80.34261,Q4
13.538513,-23.465588,Q4
40.564423,-62.734146,Q4
74.10856,3.6190705,Q2
28.49182,2.568289,Q3
7.564135,-14.0988035,Q3
29.24638,-18.836212,Q4
53.721535,-41.11226,Q4
35.785027,-34.86043,Q3
41.558407,-8.79031,Q3
-17.323221,-18.323452,Q3
-11.941314,-62.68751,Q4
-12.17375,3.1958625,Q3
8.074029,54.70239,Q3
11.891527,33.72396,Q4
-22.446653,-30.851732,Q4
-2.9202273,13.715008,Q4
5.87718,-5.9644065,Q4
1.5553318,-44.17956,Q5 (mais caro)
-33.75369,-49.492218,Q5 (mais caro)
-38.191547,-33.414303,Q5 (mais caro)
108.21802,7.622185,Q5 (mais caro)
20.736004,15.948698,Q5 (mais caro)
85.86416,-8.77296,Q5 (mais caro)
40.223606,20.63517,Q5 (mais caro)
73.35572,3.5553179,Q1 (mais barato)
8.76078,-23.621758,Q5 (mais caro)
-27.466473,46.875103,Q2
18.514957,13.802925,Q2
59.37732,40.287014,Q3
-31.246798,-50.953117,Q3
23.287777,18.083477,Q3
57.520317,37.934578,Q3
21.14203,13.018989,Q3
24.510485,-30.70622,Q3
39.448895,-51.739914,Q3
60.06716,1.0742885,Q3
109.66261,6.4349127,Q3
-17.014051,16.480019,Q4
-31.20529,-42.105053,Q4
71.560135,30.06434,Q4
5.220073,-32.526188,Q4
69.15872,-5.2850747,Q4
-20.811392,41.934814,Q4
61.683174,38.691364,Q4
-8.347204,21.815628,Q4
30.137272,6.7797046,Q4
21.770948,18.761112,Q4
19.727362,-46.058243,Q4
17.30393,15.338651,Q4
41.264484,14.803741,Q4
19.577093,-40.749718,Q4
4.088981,-46.92797,Q4
-12.023233,19.065184,Q4
57.871803,13.420343,Q4
-12.091418,-31.54579,Q1 (mais barato)
-17.255249,-18.670866,Q1 (mais barato)
18.730501,16.680777,Q3
103.37678,-6.078864,Q5 (mais caro)
37.87259,-17.422865,Q5 (mais caro)
85.1957,-6.1031876,Q5 (mais caro)
33.675453,74.41729,Q5 (mais caro)
45.205048,45.33019,Q4
57.74357,-24.440598,Q4
30.879097,-28.693794,Q5 (mais caro)
53.545437,-41.59449,Q5 (mais caro)
25.93627,9.280917,Q5 (mais caro)
-16.33907,4.772472,Q5 (mais caro)
13.139273,11.426071,Q5 (mais caro)
103.48535,-8.793446,Q5 (mais caro)
31.419373,-39.760548,Q5 (mais caro)
44.76156,63.537838,Q4
-33.993225,-21.890617,Q5 (mais caro)
-21.851442,-31.695566,Q2
37.115208,-37.375584,Q3
-4.145052,8.601147,Q4
-36.13416,-11.239327,Q1 (mais barato)
43.139984,-8.332527,Q4
75.43977,-10.046968,Q4
27.556604,-6.942785,Q4
45.95712,-35.7722,Q4
65.72445,-6.6074376,Q5 (mais caro)
18.31857,-32.188805,Q4
-34.889572,-44.613514,Q5 (mais caro)
-34.151997,-32.94253,Q5 (mais caro)
83.30618,-7.1813955,Q5 (mais caro)
101.16828,-7.226387,Q5 (mais caro)
55.22217,34.71231,Q5 (mais caro)
-44.387165,-48.656754,Q2
-33.50986,-45.33945,Q3
45.960632,45.817284,Q4
23.623484,17.218096,Q4
0.75850356,-67.47773,Q4
90.581215,22.033323,Q1 (mais barato)
32.422962,-22.189913,Q4
20.12958,-37.07136,Q4
28.716837,22.443062,Q4
50.779293,-3.2515962,Q2
52.816097,-26.647532,Q1 (mais barato)
-18.67637,-14.519533,Q5 (mais caro)
58.427876,40.61642,Q4
11.14186,-0.32685393,Q5 (mais caro)
36.429752,-33.89627,Q5 (mais caro)
14.953968,-36.808174,Q5 (mais caro)
99.08936,-8.558741,Q5 (mais caro)
-34.547607,-44.542473,Q5 (mais caro)
23.631401,-60.054985,Q5 (mais caro)
-25.148237,-28.125473,Q5 (mais caro)
25.614944,-58.579884,Q2
-13.15223,-34.393883,Q2
-18.7093,-19.522158,Q2
46.98406,-40.810833,Q3
33.959164,35.442585,Q3
60.533997,-38.176167,Q2
-15.851254,-16.183525,Q2
65.378555,-3.3230658,Q3
27.998117,-30.311064,Q5 (mais caro)
-11.019822,24.441584,Q3
48.767727,14.973713,Q3
-8.882162,18.919636,Q3
-4.186012,5.463847,Q4
44.693527,21.171793,Q4
-20.891851,-8.187843,Q5 (mais caro)
33.981277,33.905025,Q5 (mais caro)
38.218292,-12.338301,Q4
-27.787216,-29.248487,Q4
-17.555424,-31.276873,Q4
-1.044194,-72.536835,Q3
76.2137,-0.7783563,Q5 (mais caro)
37.132294,-13.827314,Q5 (mais caro)
-18.354063,3.9707701,Q5 (mais caro)
85.66194,-5.6882296,Q5 (mais caro)
82.29048,-25.349787,Q5 (mais caro)
31.459364,2.2800279,Q5 (mais caro)
70.79012,-8.405288,Q5 (mais caro)
59.531033,15.497897,Q5 (mais caro)
42.012077,15.188091,Q5 (mais caro)
39.91368,12.609106,Q5 (mais caro)
83.51105,-3.2106361,Q5 (mais caro)
33.627987,22.101889,Q4
17.331663,0.90146226,Q4
13.269423,10.640232,Q4
-33.389294,-22.223469,Q4
10.31952,10.363389,Q4
-1.4791511,7.787079,Q3
27.781906,79.76741,Q3
108.11376,7.7764053,Q4
37.296722,-36.54712,Q4
87.45643,-6.5795465,Q4
25.591099,-4.8195877,Q4
-13.68584,-34.156277,Q5 (mais caro)
86.20391,-30.240583,Q4
4.8158617,-31.071562,Q3
30.369125,-53.640884,Q4
-23.575287,-8.105137,Q2
58.178852,40.701538,Q5 (mais caro)
35.817715,7.9279943,Q5 (mais caro)
28.644281,-61.446415,Q1 (mais barato)
25.350277,-4.7613635,Q5 (mais caro)
29.578445,21.074377,Q4
103.15014,-9.064863,Q5 (mais caro)
-16.050322,5.7222614,Q3
21.999226,-55.302765,Q3
17.264982,32.03225,Q5 (mais caro)
56.730614,35.9528,Q5 (mais caro)
39.98053,14.641992,Q5 (mais caro)
19.919968,-40.766132,Q5 (mais caro)
33.936573,6.6431465,Q5 (mais caro)
23.210358,15.217528,Q5 (mais caro)
38.111042,19.136944,Q5 (mais caro)
86.31295,-6.927465,Q5 (mais caro)
-36.693012,-32.68876,Q5 (mais caro)
73.94037,4.0365114,Q2
8.406723,-30.32771,Q3
19.21383,17.458563,Q3
-43.80243,-47.83623,Q3
33.29397,24.955008,Q4
19.622902,17.38174,Q4
-31.804026,-41.30387,Q4
-5.896844,-2.2472847,Q4
33.989246,9.00146,Q4
57.285843,11.705745,Q4
66.20911,-4.4372144,Q4
49.583397,-5.20547,Q4
44.462566,43.083145,Q4
69.09014,-2.4850483,Q4
25.951607,-14.870717,Q4
69.29464,-1.8303484,Q4
-19.810678,4.456267,Q5 (mais caro)
24.369762,-10.863156,Q2
23.401339,-20.518751,Q3
63.347874,-38.75556,Q3
-6.9242864,2.9798474,Q3
66.91772,56.311565,Q5 (mais caro)
52.95132,-12.646823,Q5 (mais caro)
56.99307,39.08046,Q4
-34.20056,-49.088,Q4
-15.717119,-16.236746,Q1 (mais barato)
91.27297,22.516804,Q1 (mais barato)
-12.355136,-34.72543,Q2
76.38575,1.0818635,Q2
1.8121432,-21.988058,Q2
61.20557,-17.710754,Q2
-5.2627516,-74.18756,Q2
85.41907,29.809097,Q2
-1.3649923,-38.522564,Q2
73.467964,31.230934,Q3
-38.276207,-42.388577,Q2
-1.3374993,-2.7695653,Q1 (mais barato)
5.3870373,-65.67287,Q1 (mais barato)
82.76365,-26.991531,Q2
63.426937,-38.55055,Q2
26.521107,-14.706912,Q4
25.947733,-74.777176,Q4
6.7641234,-21.616068,Q3
28.259602,-79.673355,Q3
72.87685,58.21376,Q4
45.282074,63.914783,Q3
-25.49714,-8.516841,Q4
54.054867,34.437214,Q5 (mais caro)
-25.473614,-8.404753,Q2
-19.381882,-15.536502,Q4
-15.947855,-15.640406,Q1 (mais barato)
45.865875,64.59459,Q3
26.07676,-72.593834,Q4
23.66978,-76.15331,Q4
41.75145,14.800738,Q4
27.5957,-78.565994,Q1 (mais barato)
23.808748,-75.95583,Q3
18.78225,-32.016785,Q5 (mais caro)
1.6668262,-70.895515,Q3
-14.105987,-2.480877,Q3
27.35642,-75.634766,Q1 (mais barato)
-25.370104,-30.349451,Q5 (mais caro)
-6.169609,-60.752804,Q5 (mais caro)
10.308832,10.255904,Q5 (mais caro)
82.526505,-25.903498,Q5 (mais caro)
-1.7502654,-52.495502,Q4
104.470314,-8.476581,Q5 (mais caro)
-18.90476,-26.318422,Q5 (mais caro)
-26.645441,-25.77297,Q5 (mais caro)
100.16023,-34.95002,Q5 (mais caro)
100.17684,-34.977585,Q5 (mais caro)
36.417515,-12.666041,Q5 (mais caro)
87.70776,-7.034319,Q5 (mais caro)
-30.60747,-18.13755,Q5 (mais caro)
30.001947,31.740993,Q5 (mais caro)
27.516115,36.659462,Q5 (mais caro)
52.632877,8.972331,Q5 (mais caro)
4.906823,8.930547,Q5 (mais caro)
6.2983036,7.228152,Q5 (mais caro)
82.652695,0.08279141,Q5 (mais caro)
37.03875,-13.066922,Q5 (mais caro)
-26.852232,-23.594109,Q5 (mais caro)
28.768082,36.872025,Q5 (mais caro)
-26.012865,-21.064672,Q5 (mais caro)
-26.010984,-21.019997,Q5 (mais caro)
55.879604,12.425682,Q5 (mais caro)
36.571785,-15.922002,Q3
66.866356,59.96635,Q5 (mais caro)
39.449215,14.411345,Q5 (mais caro)
-33.34963,-30.2006,Q5 (mais caro)
14.542653,-44.180367,Q5 (mais caro)
41.527863,10.986165,Q5 (mais caro)
25.035458,12.293049,Q5 (mais caro)
101.26087,-5.4387293,Q5 (mais caro)
75.976425,-11.431327,Q5 (mais caro)
85.778534,-8.965602,Q5 (mais caro)
41.3086,10.284961,Q5 (mais caro)
21.814035,18.875227,Q4
51.631542,-0.18226618,Q2
-6.393956,-61.868523,Q5 (mais caro)
-21.626497,-29.3997,Q4
32.862423,17.837252,Q5 (mais caro)
49.849533,2.3792639,Q3
51.265682,11.73265,Q5 (mais caro)
62.57794,22.3343,Q5 (mais caro)
-12.823545,2.4458668,Q2
-10.075377,6.8730145,Q4
53.88931,8.025104,Q5 (mais caro)
13.476614,-44.19256,Q5 (mais caro)
44.251972,20.119492,Q5 (mais caro)
-37.027832,-31.734764,Q5 (mais caro)
26.997635,-23.473341,Q5 (mais caro)
25.824337,15.435274,Q5 (mais caro)
4.575239,-22.96472,Q5 (mais caro)
43.916515,11.954488,Q5 (mais caro)
37.87883,-16.389225,Q5 (mais caro)
41.314045,-46.335155,Q4
28.952717,-18.483524,Q5 (mais caro)
53.925747,7.863996,Q5 (mais caro)
-31.12325,-18.628094,Q5 (mais caro)
61.211094,11.348651,Q5 (mais caro)
26.359568,15.075957,Q5 (mais caro)
39.647717,-5.318173,Q5 (mais caro)
24.43273,63.073112,Q5 (mais caro)
86.0766,-6.1754293,Q5 (mais caro)
80.144165,5.1193957,Q5 (mais caro)
36.47659,-12.011103,Q5 (mais caro)
40.183792,19.149467,Q5 (mais caro)
80.962616,34.303757,Q5 (mais caro)
55.876583,-24.14822,Q4
-4.8302207,-57.019913,Q5 (mais caro)
107.18459,3.5434594,Q5 (mais caro)
-29.202732,-23.053293,Q5 (mais caro)
-27.108376,-24.414392,Q5 (mais caro)
-28.804222,-23.002838,Q5 (mais caro)
25.282684,11.90375,Q5 (mais caro)
24.945879,44.257248,Q5 (mais caro)
59.25559,-17.964754,Q4
20.168505,17.007038,Q4
-8.128796,-58.987537,Q5 (mais caro)
43.518364,33.145508,Q5 (mais caro)
31.862394,-21.59624,Q4
13.384697,-43.242077,Q4
8.582178,3.5133977,Q4
-26.776112,-23.060303,Q5 (mais caro)
68.57315,57.456642,Q4
86.235054,-29.613798,Q5 (mais caro)
8.123034,4.016297,Q5 (mais caro)
2.5512586,-12.420344,Q5 (mais caro)
3.676699,-14.582736,Q5 (mais caro)
8.465272,-20.834997,Q4
24.263266,2.5742023,Q5 (mais caro)
35.91439,-50.3,Q4
54.189484,-2.9216893,Q5 (mais caro)
-28.025286,-25.447153,Q5 (mais caro)
55.437862,38.832428,Q5 (mais caro)
-28.217518,-25.68834,Q5 (mais caro)
8.996929,6.4741187,Q5 (mais caro)
55.10922,13.943636,Q5 (mais caro)
49.84234,2.346241,Q3
56.1852,40.75911,Q5 (mais caro)
53.56439,-2.8029008,Q5 (mais caro)
-34.647514,-31.223019,Q5 (mais caro)
24.802761,-33.060677,Q5 (mais caro)
78.067406,-12.758062,Q4
-26.293228,-26.881615,Q5 (mais caro)
29.204762,-58.731255,Q1 (mais barato)
74.56085,2.6167495,Q3
-5.657023,-62.66862,Q3
2.2601428,-54.629646,Q4
9.70492,-64.442635,Q4
75.244,-1.1162469,Q4
22.94484,15.086579,Q5 (mais caro)
46.58171,8.806225,Q5 (mais caro)
107.229004,3.5382853,Q5 (mais caro)
-23.124958,-25.307484,Q4
41.275234,20.00063,Q5 (mais caro)
-23.449125,7.0684023,Q4
53.96997,14.432869,Q5 (mais caro)
-30.714,-22.400373,Q5 (mais caro)
42.381573,20.735476,Q5 (mais caro)
7.8680573,7.674434,Q4
22.48046,-58.400208,Q5 (mais caro)
48.883354,1.4402881,Q5 (mais caro)
57.107624,16.850813,Q5 (mais caro)
32.689365,69.88171,Q4
39.190598,-8.416505,Q5 (mais caro)
8.97039,6.431264,Q5 (mais caro)
16.145967,14.873607,Q5 (mais caro)
7.5351515,8.608398,Q5 (mais caro)
46.76331,8.604876,Q5 (mais caro)
28.195362,17.510292,Q5 (mais caro)
32.36897,-8.182569,Q5 (mais caro)
-28.835337,-20.647577,Q5 (mais caro)
-29.208649,-20.47672,Q5 (mais caro)
13.090995,11.487286,Q4
0.9888305,9.825583,Q4
-6.4923315,-61.542477,Q4
-14.924126,3.142945,Q3
59.814953,-4.8743157,Q5 (mais caro)
43.347343,-8.264641,Q5 (mais caro)
38.982006,-51.165134,Q5 (mais caro)
-34.98876,-31.662544,Q5 (mais caro)
60.302227,-18.64631,Q5 (mais caro)
54.021427,2.285981,Q5 (mais caro)
39.308205,16.722677,Q5 (mais caro)
41.10665,18.359205,Q5 (mais caro)
21.720757,18.632301,Q4
72.76895,1.6528306,Q4
25.282133,-29.343472,Q4
15.015855,89.91054,Q4
25.047066,-26.872614,Q5 (mais caro)
106.66478,4.4147954,Q5 (mais caro)
82.498566,1.4387001,Q5 (mais caro)
43.676876,33.576096,Q5 (mais caro)
82.59314,1.26105,Q5 (mais caro)
21.831314,12.111003,Q4
54.367344,25.710987,Q5 (mais caro)
-22.352833,-27.71058,Q4
39.90246,19.826206,Q5 (mais caro)
27.411163,36.596592,Q5 (mais caro)
81.58619,-7.853877,Q3
70.26906,-8.131847,Q5 (mais caro)
59.487946,-5.467667,Q5 (mais caro)
32.473206,38.023193,Q3
-7.182684,-68.509544,Q5 (mais caro)
108.39553,5.243412,Q5 (mais caro)
-40.39755,-16.1359,Q5 (mais caro)
75.50997,-14.544913,Q5 (mais caro)
-36.098858,-33.20032,Q5 (mais caro)
61.672405,-14.195665,Q5 (mais caro)
9.536322,-38.723583,Q5 (mais caro)
-32.700954,-44.632526,Q5 (mais caro)
-36.122326,-33.15785,Q5 (mais caro)
-36.630363,-39.10846,Q5 (mais caro)
13.103283,11.7011,Q5 (mais caro)
-35.797306,-32.274155,Q5 (mais caro)
-35.91986,-31.546373,Q5 (mais caro)
64.16854,-1.2679605,Q2
-13.452082,-6.4612417,Q3
25.664412,-16.79649,Q3
-13.8876,-6.4790044,Q3
6.4519215,-18.579208,Q3
-30.59867,-50.146404,Q3
-32.704094,-44.63379,Q3
10.258931,-27.959349,Q4
-42.971943,-6.656264,Q4
55.137016,0.5202603,Q4
-5.1617856,-4.5926943,Q4
41.151924,-13.941929,Q4
32.539974,0.99170804,Q4
65.101006,-6.598359,Q4
37.261852,5.5682006,Q4
-33.607193,-48.527344,Q4
5.4206915,-34.409748,Q4
-11.339717,-5.829654,Q4
10.615091,-29.353033,Q4
17.586302,-30.287642,Q4
-30.677265,-50.185963,Q4
24.030672,4.5380464,Q4
-36.6482,-38.657417,Q4
22.402916,12.983609,Q4
29.811289,-0.30673257,Q4
-13.368892,-8.548374,Q2
-16.253279,-15.294428,Q2
36.64011,5.569723,Q3
-48.88781,-20.830849,Q3
29.251375,1.5494009,Q4
60.64644,-37.817238,Q3
68.88405,-50.817345,Q5 (mais caro)
99.49884,-8.133765,Q3
90.81199,22.162237,Q2
91.18708,21.530159,Q1 (mais barato)
58.9788,-2.111923,Q1 (mais barato)
77.61576,16.389763,Q1 (mais barato)
-15.596097,-48.76402,Q1 (mais barato)
-12.304736,-32.266018,Q1 (mais barato)
3.8035805,-14.966317,Q3
66.48634,-19.533842,Q5 (mais caro)
11.339536,-55.331074,Q5 (mais caro)
-10.954209,19.948317,Q4
-6.993467,2.867791,Q3
-24.948404,-28.74916,Q5 (mais caro)
48.06272,-10.921494,Q3
-0.30471888,-13.745765,Q2
