tsne_1,tsne_2,faixa_preco
-1.3244472,7.1995354,Q4
-12.898747,-39.690998,Q4
28.788263,-61.100002,Q2
9.788764,-38.48019,Q4
43.81881,-62.769165,Q2
44.13889,-63.08808,Q2
43.856483,-62.791504,Q3
19.755173,-2.6227229,Q4
33.438004,0.4634087,Q4
3.5961819,-45.66399,Q4
-12.973625,-39.59294,Q4
-4.199615,-20.093454,Q4
-9.255087,19.021612,Q4
-27.406754,2.5333657,Q5 (mais caro)
3.5092366,1.7611791,Q4
29.53776,-58.732758,Q2
41.398933,68.14496,Q3
51.13964,66.582245,Q4
61.448433,-21.986023,Q4
102.81075,-10.150491,Q5 (mais caro)
-8.589113,22.537754,Q4
-13.090191,-39.893433,Q2
-12.618426,18.441954,Q5 (mais caro)
-38.151985,-54.79376,Q5 (mais caro)
54.735096,-21.91931,Q5 (mais caro)
-38.06378,-54.954094,Q5 (mais caro)
-5.7785645,-2.1754916,Q5 (mais caro)
56.093254,-20.84358,Q5 (mais caro)
6.756814,-24.892744,Q5 (mais caro)
20.459505,-39.585796,Q5 (mais caro)
20.52055,-39.618652,Q5 (mais caro)
1.6735977,-6.7812696,Q5 (mais caro)
-39.26397,-43.841797,Q5 (mais caro)
2.966012,-36.868477,Q1 (mais barato)
60.865997,-50.757107,Q1 (mais barato)
65.34481,-54.014256,Q1 (mais barato)
65.1697,-52.08013,Q1 (mais barato)
-37.775566,-55.87806,Q1 (mais barato)
-27.552515,45.949844,Q2
70.20968,-48.390423,Q2
61.477585,23.866488,Q2
-30.581175,-44.335945,Q2
61.640068,1.1954664,Q2
62.032665,1.625139,Q2
-5.5776114,66.18209,Q2
-3.480988,-49.338375,Q2
76.74766,5.1301537,Q2
81.41335,31.099024,Q2
-5.7504864,-74.60021,Q2
-37.768703,-55.851864,Q2
-2.4233296,-3.9934592,Q2
76.41031,5.216231,Q2
44.411243,13.877085,Q2
-5.272559,-4.3985033,Q2
-5.272419,-4.3975873,Q2
68.47435,60.07458,Q2
65.55897,5.216841,Q2
-37.7812,-55.822624,Q2
45.16245,13.860713,Q2
19.693054,-35.53922,Q2
60.05639,42.734825,Q2
75.87926,6.3590975,Q2
-8.287498,-9.345409,Q2
-37.77043,-55.84408,Q2
78.01582,5.076934,Q2
-1.1390799,-11.699941,Q2
71.01217,29.701555,Q2
109.92284,6.720176,Q2
58.114536,39.499374,Q2
31.488516,-1.2632,Q2
-1.813626,-4.513954,Q3
23.096464,-33.738663,Q3
-11.979567,0.79319066,Q3
-11.045043,-5.8762484,Q3
-6.101789,-1.4167017,Q3
76.31456,-12.832361,Q3
74.88549,-15.405454,Q3
-44.07282,-50.003487,Q3
22.180315,12.8929825,Q3
-8.329645,-9.354253,Q3
19.501867,-36.080444,Q3
13.799844,-27.73884,Q3
64.464836,-37.952953,Q3
10.755615,-37.19761,Q3
77.514725,1.5912461,Q3
77.54376,1.0217004,Q3
-5.273032,-4.4079266,Q3
23.7958,-33.498604,Q3
63.198895,-6.634556,Q3
-5.7702885,-4.0222545,Q3
7.39795,-31.886972,Q3
30.829634,8.940043,Q3
19.482967,-35.98634,Q3
-52.498135,-27.265068,Q3
2.315403,-45.53605,Q3
68.59016,-46.080837,Q3
64.472176,-54.339916,Q3
65.90568,-50.937557,Q3
7.949671,15.041597,Q3
30.829817,8.938522,Q3
10.291849,-27.985806,Q3
-2.9544687,-7.8436413,Q3
31.430662,-0.90543807,Q3
108.96919,6.247895,Q3
110.05248,6.7941246,Q3
31.537985,-0.059744757,Q3
17.850716,-33.95778,Q3
19.50845,-36.090965,Q3
-38.316628,-54.42626,Q3
0.59683824,-6.2597923,Q3
-13.201428,-6.3929377,Q3
-39.94442,-41.738567,Q3
-38.06717,-54.91235,Q3
-79.69737,-19.329775,Q3
-5.6244016,-3.8559527,Q3
-38.06388,-54.93234,Q3
21.090385,-9.258694,Q3
109.925934,6.726748,Q3
23.855028,8.271397,Q4
-38.0631,-54.954292,Q4
7.8848557,-29.322178,Q4
-34.03314,-46.254333,Q4
19.486168,-36.000103,Q4
34.85303,37.789234,Q4
21.229773,-9.461565,Q4
50.444115,-10.359621,Q4
20.39306,-39.537884,Q4
8.275014,-31.005789,Q4
77.50059,1.880884,Q4
21.29595,-9.530126,Q4
-6.1014147,-1.4210924,Q4
-38.02563,-50.53224,Q4
-38.063694,-54.95474,Q4
-7.211897,-5.939044,Q4
19.507763,-36.06719,Q4
24.04015,-32.859104,Q4
38.221546,5.779009,Q4
-34.01851,-46.238903,Q4
32.91918,20.081537,Q4
-15.765785,16.69763,Q4
108.44336,7.894295,Q4
40.458454,-6.860261,Q2
-11.389029,3.6706948,Q4
-4.2277203,-20.258423,Q2
76.8173,-5.884769,Q3
81.79321,0.73291206,Q3
37.568703,0.6263745,Q3
-15.441393,-37.38698,Q4
43.75154,46.28361,Q3
53.437664,-22.625154,Q4
80.41549,25.383425,Q4
-1.982598,-63.172634,Q3
29.891909,-56.337963,Q2
-13.981959,8.982276,Q3
12.873628,-42.954872,Q4
-85.590965,-35.345016,Q2
56.5301,-11.459075,Q3
-12.119401,17.855377,Q3
31.466042,6.756043,Q3
-29.59003,-41.871437,Q3
-37.110188,-53.23245,Q4
60.029762,-17.08646,Q4
-27.58221,-45.02569,Q4
57.84061,11.520643,Q4
82.69354,-3.5650954,Q5 (mais caro)
15.781078,5.868854,Q5 (mais caro)
-23.401728,-4.8512383,Q5 (mais caro)
16.364494,6.0792227,Q5 (mais caro)
30.708693,-39.551987,Q5 (mais caro)
33.252235,-33.709114,Q5 (mais caro)
31.427011,8.246109,Q5 (mais caro)
25.465055,-55.471382,Q5 (mais caro)
19.735401,-1.3267715,Q4
35.819386,-19.504324,Q5 (mais caro)
35.906364,-19.417192,Q5 (mais caro)
41.090893,-60.893246,Q5 (mais caro)
27.864105,-54.552032,Q4
55.273434,15.094763,Q4
6.1524334,-61.38998,Q5 (mais caro)
56.361217,-23.665503,Q5 (mais caro)
21.895828,-13.378937,Q4
-11.203913,-42.73325,Q5 (mais caro)
-12.003067,2.6652386,Q5 (mais caro)
19.71795,-2.5256925,Q5 (mais caro)
19.73433,-1.3302765,Q5 (mais caro)
1.7105079,-63.757885,Q5 (mais caro)
19.72161,-2.5099688,Q4
-23.651695,-4.7516484,Q4
23.63534,8.51562,Q5 (mais caro)
8.4422245,-11.340606,Q3
-10.468183,-42.763027,Q4
-10.813512,-42.68964,Q4
30.563902,17.956789,Q4
-9.194021,-51.440132,Q4
-9.1945715,-51.462627,Q4
2.5407703,-5.2385736,Q3
2.540758,-5.238577,Q4
-3.7280169,12.775644,Q2
66.388626,-43.888844,Q3
60.644257,-21.15073,Q3
100.93839,-13.642743,Q3
63.36407,39.17575,Q3
47.532314,-32.583233,Q4
17.325907,-21.399189,Q4
40.880165,21.563557,Q4
41.95009,-46.83977,Q4
17.326132,-21.399084,Q5 (mais caro)
11.091753,-4.681026,Q5 (mais caro)
9.309715,-16.432713,Q3
4.199165,-42.66417,Q4
36.949337,-57.819912,Q2
13.276755,-36.516376,Q3
71.973404,-3.1417594,Q4
-49.07276,5.2583942,Q4
-5.22365,19.708467,Q4
13.249342,-3.5395849,Q4
-10.861234,-42.67397,Q3
12.329977,-14.296832,Q3
30.501684,-7.3436427,Q5 (mais caro)
65.097015,-42.790054,Q4
65.01554,-39.45138,Q4
-0.007835157,-59.134865,Q4
28.276337,18.800379,Q4
35.761448,-23.59457,Q5 (mais caro)
32.602585,4.9971375,Q3
12.098869,-31.535522,Q4
-4.1974573,0.86015576,Q3
59.686607,-23.305788,Q4
51.87498,-6.7897363,Q3
84.929016,-29.81602,Q4
-6.1713257,-74.84194,Q4
61.63812,39.483578,Q5 (mais caro)
35.046257,-13.17152,Q5 (mais caro)
0.64331746,-67.05632,Q2
-11.587547,24.494074,Q3
-0.39522624,-65.70608,Q3
-5.8884497,-68.13889,Q3
13.414854,-18.596914,Q3
-21.120613,-36.13603,Q4
54.426636,-34.768322,Q4
84.26629,23.834173,Q4
10.837888,-5.039037,Q4
-1.3517989,-15.043166,Q4
28.04777,18.84758,Q4
21.837992,-13.34865,Q4
51.21516,5.9012003,Q4
-24.834831,5.4658823,Q4
11.035219,-4.6370325,Q4
82.99453,-5.938376,Q4
62.71435,-51.26088,Q4
55.792328,-39.25406,Q4
60.596596,-37.940968,Q4
82.04424,-27.682453,Q5 (mais caro)
64.10958,-10.74109,Q5 (mais caro)
24.806242,7.5432577,Q5 (mais caro)
-33.248886,-12.879702,Q5 (mais caro)
-18.860628,-1.5531303,Q3
-12.20852,24.020622,Q3
49.397987,-35.00858,Q3
9.495098,-58.125294,Q4
41.69477,-46.618942,Q4
12.097778,-31.535725,Q4
2.5356948,-5.2577324,Q4
41.68653,-46.61614,Q4
40.483173,-7.8729653,Q5 (mais caro)
65.40273,-42.32978,Q5 (mais caro)
59.067825,-49.477505,Q3
62.04929,-47.633495,Q3
66.04549,-60.83932,Q3
102.55809,-10.16401,Q4
33.895767,1.2334838,Q4
17.785664,4.4939723,Q4
-34.368008,-5.257021,Q4
22.091444,-13.390583,Q4
34.40087,-38.094616,Q4
-1.0478356,5.868181,Q4
30.473967,-33.461567,Q4
109.69677,8.286866,Q4
39.16673,-6.264105,Q4
-2.634609,-26.340399,Q4
7.870463,-7.852889,Q4
-33.997078,-11.806646,Q4
39.42751,-6.4152503,Q3
21.408995,-17.062103,Q3
-4.8505173,8.826843,Q4
-23.219608,31.324383,Q4
82.52087,-3.3654735,Q4
42.44441,-39.27538,Q4
63.643238,-41.65156,Q4
21.862318,-13.38305,Q4
62.905704,-40.913174,Q5 (mais caro)
27.84184,-5.9051695,Q5 (mais caro)
-1.4305663,12.884582,Q3
51.507744,-5.164552,Q3
-20.731579,-0.5905271,Q4
-24.402117,-4.6054373,Q4
56.617245,42.079166,Q4
27.333439,-18.507748,Q3
35.757763,-23.591808,Q5 (mais caro)
21.789242,61.52853,Q5 (mais caro)
28.720676,-43.7336,Q4
12.625729,65.06739,Q4
-1.3713297,-14.967823,Q4
54.455414,-27.767365,Q5 (mais caro)
-0.6836681,-12.273513,Q5 (mais caro)
-17.578981,30.427532,Q5 (mais caro)
-8.853502,-29.97167,Q5 (mais caro)
60.829487,-21.11127,Q4
55.92993,-24.987883,Q4
22.011711,-30.172523,Q5 (mais caro)
80.93755,1.4883776,Q4
80.91634,-4.5220265,Q5 (mais caro)
44.26417,36.854137,Q5 (mais caro)
19.7136,-27.690485,Q5 (mais caro)
37.034542,-42.269405,Q5 (mais caro)
48.060543,-10.733874,Q4
61.791134,-51.3792,Q4
47.168625,-11.05545,Q4
80.115,-27.89237,Q4
51.750656,-24.047949,Q4
79.409775,22.807442,Q4
-1.0808259,-15.121335,Q4
15.147861,30.202948,Q4
-14.872569,7.6938567,Q4
71.345924,6.266236,Q4
-14.836826,7.263404,Q4
33.33584,-1.8532932,Q4
27.136272,-18.435604,Q4
42.139084,-31.530792,Q5 (mais caro)
-15.007996,7.2336617,Q5 (mais caro)
41.693417,-46.616867,Q5 (mais caro)
19.659725,3.7986379,Q5 (mais caro)
37.95193,-23.42962,Q5 (mais caro)
19.761374,-1.2116776,Q5 (mais caro)
-17.567802,30.38048,Q5 (mais caro)
54.253757,27.088066,Q5 (mais caro)
24.390871,-30.228832,Q5 (mais caro)
-22.724106,31.607605,Q5 (mais caro)
-39.47368,-43.100163,Q5 (mais caro)
-37.659847,-40.41413,Q5 (mais caro)
109.91481,6.724083,Q5 (mais caro)
27.385633,-17.981415,Q5 (mais caro)
-40.190784,-51.739254,Q5 (mais caro)
8.194319,-36.706375,Q5 (mais caro)
17.412542,85.99605,Q5 (mais caro)
-40.186295,-51.740555,Q5 (mais caro)
30.863277,8.955503,Q5 (mais caro)
8.195227,-36.704853,Q5 (mais caro)
-37.11307,-40.765076,Q5 (mais caro)
108.33196,6.6169553,Q5 (mais caro)
6.6379676,22.808039,Q5 (mais caro)
78.55701,-0.1956094,Q5 (mais caro)
-39.46249,-43.154354,Q5 (mais caro)
5.7824955,-23.921759,Q5 (mais caro)
-44.525837,15.480265,Q5 (mais caro)
-40.086823,-52.198597,Q5 (mais caro)
-40.030663,-52.354248,Q5 (mais caro)
-39.333866,-43.398567,Q5 (mais caro)
106.78694,5.7631245,Q5 (mais caro)
66.8742,-38.943172,Q3
67.10288,-39.079014,Q3
65.206245,-53.908108,Q3
-84.69659,-35.695625,Q3
-6.3609424,6.2856884,Q3
71.61753,29.803007,Q3
-88.3647,29.230492,Q3
1.9898479,-6.3118906,Q3
24.125616,4.661347,Q3
11.930906,66.52963,Q3
78.83064,-4.9403224,Q3
-6.5834928,7.0155807,Q3
69.71991,56.864025,Q4
60.05146,-15.505456,Q4
50.15931,-2.5111768,Q4
-40.043552,-52.23335,Q4
108.96204,6.251173,Q4
24.222246,4.6750793,Q4
33.977814,9.002867,Q4
43.77934,46.97372,Q4
-3.0288672,-7.694692,Q4
81.08057,-27.739923,Q4
7.37447,-33.73685,Q4
-12.704053,18.816027,Q4
74.92501,1.662083,Q4
23.299253,5.6953793,Q4
0.717996,-48.260937,Q4
-40.05642,-52.424,Q4
58.95448,-17.26041,Q4
-7.203377,-69.14875,Q4
20.92548,-13.846664,Q4
25.549143,5.7734475,Q4
27.381533,-17.983906,Q4
76.93345,-5.9310875,Q4
33.95204,9.004097,Q4
-30.446943,4.2993245,Q4
-42.9807,-51.33758,Q4
-7.511484,-5.4609337,Q4
4.205074,-43.956978,Q4
38.296032,6.3845406,Q4
21.992338,-13.103963,Q4
-40.000744,-52.601143,Q4
23.712465,15.278125,Q4
31.526924,0.013638413,Q4
-28.641088,-5.5768213,Q1 (mais barato)
49.67065,69.1499,Q1 (mais barato)
-25.168892,-4.441495,Q1 (mais barato)
-8.951812,-41.730946,Q1 (mais barato)
-26.57285,2.6329548,Q1 (mais barato)
83.13285,33.744614,Q1 (mais barato)
75.109024,6.0160913,Q1 (mais barato)
-24.989866,22.514757,Q2
-46.705864,83.77282,Q1 (mais barato)
-0.87139595,-76.75079,Q1 (mais barato)
-13.234259,-8.407974,Q2
38.675842,-31.474047,Q1 (mais barato)
38.672024,-31.521732,Q1 (mais barato)
-9.049062,-42.032433,Q1 (mais barato)
-12.8317175,-17.051355,Q1 (mais barato)
87.18515,21.63683,Q1 (mais barato)
-21.507156,-44.696465,Q1 (mais barato)
14.272446,-14.465217,Q1 (mais barato)
-12.838936,-17.020384,Q1 (mais barato)
-5.9617643,-34.01665,Q1 (mais barato)
-12.677371,-16.628101,Q1 (mais barato)
-1.3354295,-4.9599786,Q1 (mais barato)
80.73444,31.489334,Q1 (mais barato)
-12.844962,-16.999472,Q1 (mais barato)
65.58553,2.073433,Q1 (mais barato)
30.054241,-59.408966,Q1 (mais barato)
-21.049782,-44.064137,Q1 (mais barato)
-5.9605384,-33.985767,Q1 (mais barato)
10.578785,-3.296786,Q1 (mais barato)
87.16741,21.651237,Q1 (mais barato)
87.167564,21.651241,Q1 (mais barato)
65.12971,38.662685,Q1 (mais barato)
67.87609,-30.62212,Q1 (mais barato)
-12.891985,-16.93577,Q1 (mais barato)
56.466656,-8.217954,Q1 (mais barato)
9.917396,-25.706486,Q1 (mais barato)
11.746814,-25.991285,Q1 (mais barato)
62.61836,-8.612086,Q1 (mais barato)
-5.207646,-4.461168,Q1 (mais barato)
40.94395,-34.48172,Q1 (mais barato)
-33.54536,-54.245102,Q1 (mais barato)
-33.706577,-54.055275,Q1 (mais barato)
-34.943886,-57.808567,Q1 (mais barato)
91.25319,34.39582,Q1 (mais barato)
69.3326,-49.875893,Q1 (mais barato)
87.55379,18.104065,Q1 (mais barato)
84.30596,-49.506996,Q1 (mais barato)
64.263954,-44.390003,Q1 (mais barato)
73.18998,-5.642622,Q1 (mais barato)
81.92072,-51.2579,Q1 (mais barato)
82.07162,-51.433563,Q1 (mais barato)
81.19313,29.414713,Q1 (mais barato)
-85.82777,-35.08276,Q1 (mais barato)
-8.528953,-89.47378,Q1 (mais barato)
-8.528878,-89.4727,Q1 (mais barato)
-8.527852,-89.471,Q1 (mais barato)
0.20337531,-76.23801,Q1 (mais barato)
-4.634702,39.84525,Q2
44.125225,-57.520668,Q1 (mais barato)
-55.892677,-78.84763,Q1 (mais barato)
-26.959332,-4.489841,Q1 (mais barato)
42.917892,-57.434364,Q1 (mais barato)
10.968232,-3.8189187,Q1 (mais barato)
47.261436,-62.90697,Q1 (mais barato)
-12.705977,-18.562338,Q1 (mais barato)
48.27113,-38.042316,Q1 (mais barato)
-1.7452449,-65.12017,Q1 (mais barato)
89.367836,33.896122,Q1 (mais barato)
89.39989,33.88013,Q1 (mais barato)
45.15156,-56.33385,Q1 (mais barato)
89.37614,33.895004,Q1 (mais barato)
48.24838,-38.02656,Q1 (mais barato)
45.212013,-39.485874,Q1 (mais barato)
-8.483678,-38.210163,Q1 (mais barato)
-63.75632,21.672087,Q1 (mais barato)
79.1609,27.210466,Q1 (mais barato)
-7.5153894,-13.96809,Q2
-19.681206,-44.063305,Q2
-15.75754,-50.416977,Q1 (mais barato)
-1.8497546,6.9392247,Q1 (mais barato)
91.248924,34.377567,Q1 (mais barato)
85.5126,-46.23127,Q1 (mais barato)
62.009315,-52.481953,Q1 (mais barato)
56.787678,-53.446934,Q1 (mais barato)
61.148964,-51.61112,Q1 (mais barato)
-16.238092,9.063866,Q1 (mais barato)
89.73835,20.232536,Q1 (mais barato)
44.19559,-39.78937,Q1 (mais barato)
46.399666,-40.462086,Q1 (mais barato)
-8.4953,-38.193966,Q1 (mais barato)
44.109306,-57.499306,Q1 (mais barato)
53.684616,-53.66729,Q1 (mais barato)
69.19543,-48.75634,Q1 (mais barato)
81.57584,-50.6398,Q1 (mais barato)
69.38682,-49.208637,Q1 (mais barato)
-26.952816,-4.508531,Q1 (mais barato)
47.46685,-35.606087,Q1 (mais barato)
80.59334,24.293789,Q1 (mais barato)
-7.1126323,-14.201929,Q1 (mais barato)
-55.861305,-78.90612,Q1 (mais barato)
-55.861305,-78.90612,Q1 (mais barato)
45.796265,-61.13402,Q1 (mais barato)
-17.285297,-90.264435,Q1 (mais barato)
-5.406088,65.75426,Q1 (mais barato)
-34.5253,-54.968235,Q1 (mais barato)
5.235976,-8.195722,Q1 (mais barato)
68.38679,60.008514,Q1 (mais barato)
-12.189769,0.9653206,Q1 (mais barato)
-34.248993,-55.194653,Q1 (mais barato)
-5.40182,65.74113,Q1 (mais barato)
65.55689,-2.3054597,Q1 (mais barato)
-44.000114,-50.259697,Q2
-34.25557,-55.19918,Q2
68.336845,59.976723,Q2
-17.285465,-90.26839,Q1 (mais barato)
-17.28514,-90.26813,Q1 (mais barato)
-17.284815,-90.272766,Q1 (mais barato)
-14.018035,-17.470144,Q1 (mais barato)
-60.67402,-76.32302,Q1 (mais barato)
-60.670876,-76.33326,Q1 (mais barato)
82.73838,34.236782,Q3
-34.955257,-57.784878,Q1 (mais barato)
-34.935635,-57.8129,Q1 (mais barato)
-34.95483,-57.78468,Q1 (mais barato)
-9.320974,-90.40346,Q1 (mais barato)
-9.321146,-90.40273,Q1 (mais barato)
-1.5581819,-75.25304,Q1 (mais barato)
78.60901,26.070871,Q1 (mais barato)
84.62687,-49.877655,Q1 (mais barato)
43.08563,-36.843258,Q1 (mais barato)
69.57027,-49.432117,Q1 (mais barato)
78.07615,17.64328,Q1 (mais barato)
78.07508,17.642708,Q1 (mais barato)
86.46969,22.283573,Q1 (mais barato)
78.07337,17.64163,Q1 (mais barato)
85.80072,-47.725544,Q1 (mais barato)
86.03217,-47.2093,Q1 (mais barato)
86.131485,-45.17338,Q1 (mais barato)
89.622116,33.3968,Q1 (mais barato)
83.59931,33.589016,Q1 (mais barato)
85.95606,-45.77276,Q1 (mais barato)
64.163345,-44.41768,Q1 (mais barato)
84.43382,-46.437565,Q1 (mais barato)
63.593014,-51.997543,Q1 (mais barato)
86.46623,22.283533,Q1 (mais barato)
-26.244232,-1.3273569,Q1 (mais barato)
-34.227505,-10.387815,Q1 (mais barato)
83.28385,33.67331,Q1 (mais barato)
89.65857,33.377647,Q1 (mais barato)
-9.380928,11.108368,Q1 (mais barato)
-20.64354,-0.6484967,Q1 (mais barato)
-13.6476555,-18.554716,Q1 (mais barato)
44.606777,-55.348907,Q1 (mais barato)
86.4533,22.279562,Q1 (mais barato)
72.96507,27.173752,Q1 (mais barato)
89.65867,33.376953,Q1 (mais barato)
64.870544,-4.989113,Q1 (mais barato)
33.01796,22.86907,Q1 (mais barato)
10.517958,-3.2853243,Q1 (mais barato)
82.8445,21.130733,Q1 (mais barato)
29.724216,-60.211674,Q1 (mais barato)
1.9774104,-55.706726,Q1 (mais barato)
86.45465,22.284054,Q1 (mais barato)
53.505238,-26.086979,Q1 (mais barato)
-2.8094616,-71.36083,Q1 (mais barato)
86.45893,22.291145,Q1 (mais barato)
-53.330624,-78.62933,Q1 (mais barato)
-53.33063,-78.62889,Q1 (mais barato)
-24.763357,-4.592056,Q1 (mais barato)
-13.66803,-18.544174,Q1 (mais barato)
89.67178,33.359776,Q1 (mais barato)
70.883804,29.532803,Q1 (mais barato)
-2.4708064,3.2077847,Q1 (mais barato)
89.70305,26.83046,Q1 (mais barato)
-53.335014,-78.649925,Q1 (mais barato)
80.71073,31.515188,Q1 (mais barato)
42.32875,-47.13687,Q1 (mais barato)
89.6834,33.354958,Q1 (mais barato)
53.418736,-4.5017657,Q1 (mais barato)
11.736179,-26.707253,Q1 (mais barato)
-85.6987,-35.479534,Q1 (mais barato)
50.54848,-3.3860567,Q1 (mais barato)
-5.749117,-74.63471,Q1 (mais barato)
59.121166,-18.151697,Q1 (mais barato)
-12.302105,-79.19599,Q1 (mais barato)
-12.302843,-79.19755,Q1 (mais barato)
-12.302814,-79.19709,Q1 (mais barato)
-60.665108,-76.23578,Q1 (mais barato)
-60.72876,-76.48325,Q1 (mais barato)
-60.72876,-76.48325,Q1 (mais barato)
-8.529814,-89.47603,Q1 (mais barato)
-8.525171,-89.4739,Q1 (mais barato)
-8.527732,-89.47416,Q1 (mais barato)
-5.005847,-81.13832,Q1 (mais barato)
77.45792,17.70835,Q1 (mais barato)
62.32271,36.902462,Q1 (mais barato)
48.10908,69.05022,Q1 (mais barato)
61.778763,37.059998,Q1 (mais barato)
61.5707,37.148346,Q1 (mais barato)
-64.44389,-82.28501,Q1 (mais barato)
-64.44389,-82.28501,Q1 (mais barato)
-64.44389,-82.28501,Q1 (mais barato)
-64.44389,-82.28501,Q1 (mais barato)
-64.44389,-82.28501,Q1 (mais barato)
61.478405,36.927425,Q1 (mais barato)
-10.331261,-23.4116,Q1 (mais barato)
77.46236,17.70462,Q1 (mais barato)
-64.55227,-82.521965,Q1 (mais barato)
-64.55227,-82.521965,Q1 (mais barato)
27.599394,-0.93507177,Q1 (mais barato)
-64.546776,-82.612206,Q1 (mais barato)
-64.54723,-82.612595,Q1 (mais barato)
-64.54723,-82.612595,Q1 (mais barato)
77.46306,17.703375,Q1 (mais barato)
-20.92095,-43.972603,Q1 (mais barato)
78.66935,23.248665,Q1 (mais barato)
62.322514,36.903027,Q1 (mais barato)
89.82144,25.49495,Q1 (mais barato)
12.438899,-9.774406,Q1 (mais barato)
-64.08072,-82.33728,Q1 (mais barato)
-64.08072,-82.33728,Q1 (mais barato)
-64.06026,-82.35764,Q1 (mais barato)
-64.28189,-82.80901,Q1 (mais barato)
-64.34824,-82.9982,Q1 (mais barato)
-64.34824,-82.9982,Q1 (mais barato)
-63.8643,-82.55512,Q1 (mais barato)
11.690723,-9.992348,Q1 (mais barato)
79.585815,23.259224,Q1 (mais barato)
-63.845673,-82.60638,Q1 (mais barato)
-63.84605,-82.60534,Q1 (mais barato)
-63.846043,-82.6053,Q1 (mais barato)
-63.84165,-82.579056,Q1 (mais barato)
-63.9673,-82.83742,Q1 (mais barato)
-63.9673,-82.83742,Q1 (mais barato)
-63.967194,-82.837265,Q1 (mais barato)
-63.9286,-82.862495,Q1 (mais barato)
-63.842335,-82.726425,Q1 (mais barato)
-63.602108,-83.13809,Q1 (mais barato)
13.819268,-29.704615,Q1 (mais barato)
-10.03883,-83.39929,Q1 (mais barato)
-9.869727,-83.63623,Q1 (mais barato)
-10.192389,-83.657616,Q1 (mais barato)
-10.065439,-83.737305,Q1 (mais barato)
-10.202135,-83.639336,Q1 (mais barato)
-9.875096,-83.4724,Q1 (mais barato)
-10.176449,-83.69092,Q1 (mais barato)
73.98501,62.147655,Q1 (mais barato)
-9.889401,-84.87785,Q1 (mais barato)
-9.86814,-83.62695,Q1 (mais barato)
-10.120693,-83.47184,Q1 (mais barato)
-9.943519,-83.461105,Q1 (mais barato)
-10.184525,-83.681915,Q1 (mais barato)
-9.889962,-84.87644,Q1 (mais barato)
-10.071048,-83.41507,Q1 (mais barato)
-9.868141,-83.63207,Q1 (mais barato)
64.837425,-67.015785,Q1 (mais barato)
64.83745,-67.015884,Q1 (mais barato)
64.837425,-67.01582,Q1 (mais barato)
64.83745,-67.015884,Q1 (mais barato)
-10.198367,-83.63773,Q1 (mais barato)
-10.177082,-83.68641,Q1 (mais barato)
64.83755,-67.01761,Q1 (mais barato)
67.90004,-68.34747,Q1 (mais barato)
64.80343,-67.03414,Q1 (mais barato)
64.837425,-67.015785,Q1 (mais barato)
-9.868512,-83.63795,Q1 (mais barato)
-10.182245,-83.69282,Q1 (mais barato)
-9.863075,-83.5918,Q1 (mais barato)
-9.869016,-83.63977,Q1 (mais barato)
-9.872912,-83.661736,Q1 (mais barato)
-9.8905945,-84.879135,Q1 (mais barato)
-10.160857,-83.50798,Q1 (mais barato)
-10.195362,-83.65732,Q1 (mais barato)
66.782005,-65.19282,Q1 (mais barato)
43.4083,-37.02859,Q1 (mais barato)
43.40807,-37.028862,Q1 (mais barato)
84.314835,-49.442966,Q1 (mais barato)
30.622389,-60.762558,Q1 (mais barato)
-11.460518,-19.230587,Q1 (mais barato)
-11.460394,-19.230186,Q1 (mais barato)
89.821724,18.337782,Q1 (mais barato)
77.85501,18.058046,Q1 (mais barato)
59.12733,-3.2279897,Q1 (mais barato)
-8.044722,-40.465904,Q1 (mais barato)
-20.914251,-43.918182,Q1 (mais barato)
80.78809,31.44891,Q1 (mais barato)
89.77474,25.036808,Q1 (mais barato)
-13.0016165,-8.373171,Q1 (mais barato)
43.99164,-37.072765,Q1 (mais barato)
-2.787099,-71.35867,Q1 (mais barato)
65.70222,-63.35032,Q1 (mais barato)
64.92435,-52.09117,Q1 (mais barato)
74.92235,29.686695,Q1 (mais barato)
84.0789,-48.445232,Q1 (mais barato)
-11.479372,-19.224932,Q1 (mais barato)
17.21681,-9.395613,Q1 (mais barato)
68.33071,-63.55524,Q1 (mais barato)
31.464527,-59.803158,Q1 (mais barato)
83.41389,18.59344,Q1 (mais barato)
88.89882,23.371769,Q1 (mais barato)
77.852646,18.05766,Q1 (mais barato)
77.98075,19.425213,Q1 (mais barato)
84.99213,26.735126,Q1 (mais barato)
75.18853,5.9339266,Q1 (mais barato)
82.82678,21.105032,Q1 (mais barato)
88.89903,23.372961,Q1 (mais barato)
80.77865,31.4541,Q1 (mais barato)
84.0783,-48.445316,Q1 (mais barato)
68.736565,-46.983997,Q1 (mais barato)
85.619995,-48.021004,Q1 (mais barato)
60.60176,-22.214233,Q1 (mais barato)
89.10866,23.347124,Q1 (mais barato)
77.852615,18.05806,Q1 (mais barato)
-8.049418,-40.45191,Q1 (mais barato)
10.835423,-3.4803224,Q1 (mais barato)
57.153275,-9.063965,Q1 (mais barato)
-11.437757,-19.251091,Q1 (mais barato)
-1.3666897,-71.205956,Q1 (mais barato)
44.496643,-54.26191,Q1 (mais barato)
-20.92482,-43.521427,Q1 (mais barato)
-12.076722,-8.720674,Q1 (mais barato)
-13.758027,-26.61788,Q1 (mais barato)
-1.4391354,-61.808693,Q1 (mais barato)
